Site,Year,Month,Day,Date,Time_Period,Block,Paddock,Plot,Soil_Moisture,Drought,Grazing,site_plot
FK,2019,7,8,7/8/19,7,1,3,17,25.2,0,MLLMM,FK_17
FK,2019,7,8,7/8/19,7,1,3,18,17.4,99,MLLMM,FK_18
FK,2019,7,8,7/8/19,7,2,1,19,21.8,50,MLLMM,FK_19
FK,2019,7,8,7/8/19,7,2,1,20,25.7,0,MLLMM,FK_20
FK,2019,7,8,7/8/19,7,2,1,21,16.4,99,MLLMM,FK_21
FK,2019,7,8,7/8/19,7,2,1,22,15.4,75,MLLMM,FK_22
FK,2019,7,8,7/8/19,7,2,1,23,27.7,0,MLLMM,FK_23
FK,2019,7,8,7/8/19,7,2,1,24,14.4,25,MLLMM,FK_24
FK,2019,7,8,7/8/19,7,2,2,25,19.8,0,MMMMM,FK_25
FK,2019,7,8,7/8/19,7,2,2,26,18.4,75,MMMMM,FK_26
FK,2019,7,8,7/8/19,7,2,2,27,25.7,50,MMMMM,FK_27
FK,2019,7,8,7/8/19,7,2,2,28,19.3,99,MMMMM,FK_28
FK,2019,7,8,7/8/19,7,2,2,29,23.8,0,MMMMM,FK_29
FK,2019,7,8,7/8/19,7,2,2,30,26.7,25,MMMMM,FK_30
FK,2019,7,8,7/8/19,7,2,3,31,10,99,HHMMM,FK_31
FK,2019,7,8,7/8/19,7,2,3,32,20.8,25,HHMMM,FK_32
FK,2019,7,8,7/8/19,7,2,3,33,21.8,75,HHMMM,FK_33
FK,2019,7,8,7/8/19,7,2,3,34,22.8,0,HHMMM,FK_34
FK,2019,7,8,7/8/19,7,2,3,35,16.4,50,HHMMM,FK_35
FK,2019,7,8,7/8/19,7,2,3,36,25.7,0,HHMMM,FK_36
FK,2019,7,8,7/8/19,7,3,1,37,21.8,75,MLLMM,FK_37
FK,2019,7,8,7/8/19,7,3,1,38,20.3,25,MLLMM,FK_38
FK,2019,7,8,7/8/19,7,3,1,39,28.7,0,MLLMM,FK_39
FK,2019,7,8,7/8/19,7,3,1,40,19.8,99,MLLMM,FK_40
FK,2019,7,8,7/8/19,7,3,1,41,25.2,0,MLLMM,FK_41
FK,2019,7,8,7/8/19,7,3,1,42,26.4,50,MLLMM,FK_42
FK,2019,7,8,7/8/19,7,3,2,43,29.2,0,MMMMM,FK_43
FK,2019,7,8,7/8/19,7,3,2,44,11,25,MMMMM,FK_44
FK,2019,7,8,7/8/19,7,3,2,45,21.8,50,MMMMM,FK_45
FK,2019,7,8,7/8/19,7,3,2,46,23.3,75,MMMMM,FK_46
FK,2019,7,8,7/8/19,7,3,2,47,10.5,99,MMMMM,FK_47
FK,2019,7,8,7/8/19,7,3,2,48,25.2,0,MMMMM,FK_48
FK,2019,7,8,7/8/19,7,3,3,49,16.9,50,HHMMM,FK_49
FK,2019,7,8,7/8/19,7,3,3,50,13.9,25,HHMMM,FK_50
FK,2019,7,8,7/8/19,7,3,3,51,11.9,99,HHMMM,FK_51
FK,2019,7,8,7/8/19,7,3,3,52,23.8,0,HHMMM,FK_52
FK,2019,7,8,7/8/19,7,3,3,53,19.8,0,HHMMM,FK_53
FK,2019,7,8,7/8/19,7,3,3,54,11,75,HHMMM,FK_54
FK,2019,7,19,7/19/19,8,1,1,1,10,75,MMMMM,FK_1
FK,2019,7,19,7/19/19,8,1,1,2,6.6,99,MMMMM,FK_2
FK,2019,7,19,7/19/19,8,1,1,3,25.7,0,MMMMM,FK_3
FK,2019,7,19,7/19/19,8,1,1,4,18.4,0,MMMMM,FK_4
FK,2019,7,19,7/19/19,8,1,1,5,15.9,50,MMMMM,FK_5
FK,2019,7,19,7/19/19,8,1,1,6,20.3,25,MMMMM,FK_6
FK,2019,7,19,7/19/19,8,1,2,7,17.9,0,HHMMM,FK_7
FK,2019,7,19,7/19/19,8,1,2,8,12,75,HHMMM,FK_8
FK,2019,7,19,7/19/19,8,1,2,9,23.8,0,HHMMM,FK_9
FK,2019,7,19,7/19/19,8,1,2,10,11.5,99,HHMMM,FK_10
FK,2019,7,19,7/19/19,8,1,2,11,18.9,50,HHMMM,FK_11
FK,2019,7,19,7/19/19,8,1,2,12,24.3,25,HHMMM,FK_12
FK,2019,7,19,7/19/19,8,1,3,13,22.8,50,MLLMM,FK_13
FK,2019,7,19,7/19/19,8,1,3,14,9,75,MLLMM,FK_14
FK,2019,7,19,7/19/19,8,1,3,15,23.3,0,MLLMM,FK_15
FK,2019,7,19,7/19/19,8,1,3,16,23.8,25,MLLMM,FK_16
FK,2019,7,19,7/19/19,8,1,3,17,21.8,0,MLLMM,FK_17
FK,2019,7,19,7/19/19,8,1,3,18,5.1,99,MLLMM,FK_18
FK,2019,7,19,7/19/19,8,2,1,19,21.3,50,MLLMM,FK_19
FK,2019,7,19,7/19/19,8,2,1,20,25.2,0,MLLMM,FK_20
FK,2019,7,19,7/19/19,8,2,1,21,13.9,99,MLLMM,FK_21
FK,2019,7,19,7/19/19,8,2,1,22,13,75,MLLMM,FK_22
FK,2019,7,19,7/19/19,8,2,1,23,24.7,0,MLLMM,FK_23
FK,2019,7,19,7/19/19,8,2,1,24,22.8,25,MLLMM,FK_24
FK,2019,7,19,7/19/19,8,2,2,25,30.1,0,MMMMM,FK_25
FK,2019,7,19,7/19/19,8,2,2,26,18.4,75,MMMMM,FK_26
FK,2019,7,19,7/19/19,8,2,2,27,22.8,50,MMMMM,FK_27
FK,2019,7,19,7/19/19,8,2,2,28,10,99,MMMMM,FK_28
FK,2019,7,19,7/19/19,8,2,2,29,29.2,0,MMMMM,FK_29
FK,2019,7,19,7/19/19,8,2,2,30,24.7,25,MMMMM,FK_30
FK,2019,7,19,7/19/19,8,2,3,31,15.4,99,HHMMM,FK_31
FK,2019,7,19,7/19/19,8,2,3,32,15.9,25,HHMMM,FK_32
FK,2019,7,19,7/19/19,8,2,3,33,14.9,75,HHMMM,FK_33
FK,2019,7,19,7/19/19,8,2,3,34,26.7,0,HHMMM,FK_34
FK,2019,7,19,7/19/19,8,2,3,35,20.8,50,HHMMM,FK_35
FK,2019,7,19,7/19/19,8,2,3,36,24.3,0,HHMMM,FK_36
FK,2019,7,19,7/19/19,8,3,1,37,18.4,75,MLLMM,FK_37
FK,2019,7,19,7/19/19,8,3,1,38,12.4,25,MLLMM,FK_38
FK,2019,7,19,7/19/19,8,3,1,39,30.1,0,MLLMM,FK_39
FK,2019,7,19,7/19/19,8,3,1,40,16.9,99,MLLMM,FK_40
FK,2019,7,19,7/19/19,8,3,1,41,33.6,0,MLLMM,FK_41
FK,2019,7,19,7/19/19,8,3,1,42,25.2,50,MLLMM,FK_42
FK,2019,7,19,7/19/19,8,3,2,43,30.1,0,MMMMM,FK_43
FK,2019,7,19,7/19/19,8,3,2,44,23.8,25,MMMMM,FK_44
FK,2019,7,19,7/19/19,8,3,2,45,27.2,50,MMMMM,FK_45
FK,2019,7,19,7/19/19,8,3,2,46,25.2,75,MMMMM,FK_46
FK,2019,7,19,7/19/19,8,3,2,47,11,99,MMMMM,FK_47
FK,2019,7,19,7/19/19,8,3,2,48,29.7,0,MMMMM,FK_48
FK,2019,7,19,7/19/19,8,3,3,49,21.8,50,HHMMM,FK_49
FK,2019,7,19,7/19/19,8,3,3,50,25.7,25,HHMMM,FK_50
FK,2019,7,19,7/19/19,8,3,3,51,13.5,99,HHMMM,FK_51
FK,2019,7,19,7/19/19,8,3,3,52,22.3,0,HHMMM,FK_52
FK,2019,7,19,7/19/19,8,3,3,53,24.3,0,HHMMM,FK_53
FK,2019,7,19,7/19/19,8,3,3,54,17.9,75,HHMMM,FK_54
FK,2019,8,5,8/5/19,9,1,1,1,8.5,75,MMMMM,FK_1
FK,2019,8,5,8/5/19,9,1,1,2,7.1,99,MMMMM,FK_2
FK,2019,8,5,8/5/19,9,1,1,3,10,0,MMMMM,FK_3
FK,2019,8,5,8/5/19,9,1,1,4,13,0,MMMMM,FK_4
FK,2019,8,5,8/5/19,9,1,1,5,13.5,50,MMMMM,FK_5
FK,2019,8,5,8/5/19,9,1,1,6,9,25,MMMMM,FK_6
FK,2019,8,5,8/5/19,9,1,2,7,9.1,0,HHMMM,FK_7
FK,2019,8,5,8/5/19,9,1,2,8,6.6,75,HHMMM,FK_8
FK,2019,8,5,8/5/19,9,1,2,9,6.1,0,HHMMM,FK_9
FK,2019,8,5,8/5/19,9,1,2,10,5.6,99,HHMMM,FK_10
FK,2019,8,5,8/5/19,9,1,2,11,4.1,50,HHMMM,FK_11
FK,2019,8,5,8/5/19,9,1,2,12,6.6,25,HHMMM,FK_12
FK,2019,8,5,8/5/19,9,1,3,13,9,50,MLLMM,FK_13
FK,2019,8,5,8/5/19,9,1,3,14,10.5,75,MLLMM,FK_14
FK,2019,8,5,8/5/19,9,1,3,15,8.5,0,MLLMM,FK_15
FK,2019,8,5,8/5/19,9,1,3,16,5.6,25,MLLMM,FK_16
FK,2019,8,5,8/5/19,9,1,3,17,12.5,0,MLLMM,FK_17
FK,2019,8,5,8/5/19,9,1,3,18,6.1,99,MLLMM,FK_18
FK,2019,8,5,8/5/19,9,2,1,19,7.6,50,MLLMM,FK_19
FK,2019,8,5,8/5/19,9,2,1,20,11.5,0,MLLMM,FK_20
FK,2019,8,5,8/5/19,9,2,1,21,7.1,99,MLLMM,FK_21
FK,2019,8,5,8/5/19,9,2,1,22,6.6,75,MLLMM,FK_22
FK,2019,8,5,8/5/19,9,2,1,23,8.1,0,MLLMM,FK_23
FK,2019,8,5,8/5/19,9,2,1,24,7.1,25,MLLMM,FK_24
FK,2019,8,5,8/5/19,9,2,2,25,8.9,0,MMMMM,FK_25
FK,2019,8,5,8/5/19,9,2,2,26,6.6,75,MMMMM,FK_26
FK,2019,8,5,8/5/19,9,2,2,27,7.1,50,MMMMM,FK_27
FK,2019,8,5,8/5/19,9,2,2,28,5.6,99,MMMMM,FK_28
FK,2019,8,5,8/5/19,9,2,2,29,7.6,0,MMMMM,FK_29
FK,2019,8,5,8/5/19,9,2,2,30,8.1,25,MMMMM,FK_30
FK,2019,8,5,8/5/19,9,2,3,31,5.6,99,HHMMM,FK_31
FK,2019,8,5,8/5/19,9,2,3,32,4.6,25,HHMMM,FK_32
FK,2019,8,5,8/5/19,9,2,3,33,13.5,75,HHMMM,FK_33
FK,2019,8,5,8/5/19,9,2,3,34,8.1,0,HHMMM,FK_34
FK,2019,8,5,8/5/19,9,2,3,35,5.9,50,HHMMM,FK_35
FK,2019,8,5,8/5/19,9,2,3,36,10,0,HHMMM,FK_36
FK,2019,8,5,8/5/19,9,3,1,37,13,75,MLLMM,FK_37
FK,2019,8,5,8/5/19,9,3,1,38,6.6,25,MLLMM,FK_38
FK,2019,8,5,8/5/19,9,3,1,39,9,0,MLLMM,FK_39
FK,2019,8,5,8/5/19,9,3,1,40,9,99,MLLMM,FK_40
FK,2019,8,5,8/5/19,9,3,1,41,13.9,0,MLLMM,FK_41
FK,2019,8,5,8/5/19,9,3,1,42,5.1,50,MLLMM,FK_42
FK,2019,8,5,8/5/19,9,3,2,43,16,0,MMMMM,FK_43
FK,2019,8,5,8/5/19,9,3,2,44,6.6,25,MMMMM,FK_44
FK,2019,8,5,8/5/19,9,3,2,45,5.6,50,MMMMM,FK_45
FK,2019,8,5,8/5/19,9,3,2,46,4.1,75,MMMMM,FK_46
FK,2019,8,5,8/5/19,9,3,2,47,3.6,99,MMMMM,FK_47
FK,2019,8,5,8/5/19,9,3,2,48,9.5,0,MMMMM,FK_48
FK,2019,8,5,8/5/19,9,3,3,49,5.1,50,HHMMM,FK_49
FK,2019,8,5,8/5/19,9,3,3,50,6.1,25,HHMMM,FK_50
FK,2019,8,5,8/5/19,9,3,3,51,4.6,99,HHMMM,FK_51
FK,2019,8,5,8/5/19,9,3,3,52,8.1,0,HHMMM,FK_52
FK,2019,8,5,8/5/19,9,3,3,53,7.1,0,HHMMM,FK_53
FK,2019,8,5,8/5/19,9,3,3,54,4.6,75,HHMMM,FK_54
FK,2019,8,28,8/28/19,10,1,1,1,10,75,MMMMM,FK_1
FK,2019,8,28,8/28/19,10,1,1,2,9,99,MMMMM,FK_2
FK,2019,8,28,8/28/19,10,1,1,3,13,0,MMMMM,FK_3
FK,2019,8,28,8/28/19,10,1,1,4,10,0,MMMMM,FK_4
FK,2019,8,28,8/28/19,10,1,1,5,7.1,50,MMMMM,FK_5
FK,2019,8,28,8/28/19,10,1,1,6,9,25,MMMMM,FK_6
FK,2019,8,28,8/28/19,10,1,2,7,13.5,0,HHMMM,FK_7
FK,2019,8,28,8/28/19,10,1,2,8,9.5,75,HHMMM,FK_8
FK,2019,8,28,8/28/19,10,1,2,9,9,0,HHMMM,FK_9
FK,2019,8,28,8/28/19,10,1,2,10,9.5,99,HHMMM,FK_10
FK,2019,8,28,8/28/19,10,1,2,11,7.5,50,HHMMM,FK_11
FK,2019,8,28,8/28/19,10,1,2,12,5.1,25,HHMMM,FK_12
FK,2019,8,28,8/28/19,10,1,3,13,5.6,50,MLLMM,FK_13
FK,2019,8,28,8/28/19,10,1,3,14,10.5,75,MLLMM,FK_14
FK,2019,8,28,8/28/19,10,1,3,15,14.4,0,MLLMM,FK_15
FK,2019,8,28,8/28/19,10,1,3,16,12.5,25,MLLMM,FK_16
FK,2019,8,28,8/28/19,10,1,3,17,7.6,0,MLLMM,FK_17
FK,2019,8,28,8/28/19,10,1,3,18,9.5,99,MLLMM,FK_18
FK,2019,8,28,8/28/19,10,2,1,19,12.5,50,MLLMM,FK_19
FK,2019,8,28,8/28/19,10,2,1,20,15.4,0,MLLMM,FK_20
FK,2019,8,28,8/28/19,10,2,1,21,13,99,MLLMM,FK_21
FK,2019,8,28,8/28/19,10,2,1,22,5.1,75,MLLMM,FK_22
FK,2019,8,28,8/28/19,10,2,1,23,9.5,0,MLLMM,FK_23
FK,2019,8,28,8/28/19,10,2,1,24,12,25,MLLMM,FK_24
FK,2019,8,28,8/28/19,10,2,2,25,13.5,0,MMMMM,FK_25
FK,2019,8,28,8/28/19,10,2,2,26,12.5,75,MMMMM,FK_26
FK,2019,8,28,8/28/19,10,2,2,27,9,50,MMMMM,FK_27
FK,2019,8,28,8/28/19,10,2,2,28,6.6,99,MMMMM,FK_28
FK,2019,8,28,8/28/19,10,2,2,29,8.5,0,MMMMM,FK_29
FK,2019,8,28,8/28/19,10,2,2,30,10,25,MMMMM,FK_30
FK,2019,8,28,8/28/19,10,2,3,31,8.1,99,HHMMM,FK_31
FK,2019,8,28,8/28/19,10,2,3,32,6.6,25,HHMMM,FK_32
FK,2019,8,28,8/28/19,10,2,3,33,8.5,75,HHMMM,FK_33
FK,2019,8,28,8/28/19,10,2,3,34,13,0,HHMMM,FK_34
FK,2019,8,28,8/28/19,10,2,3,35,9,50,HHMMM,FK_35
FK,2019,8,28,8/28/19,10,2,3,36,11.5,0,HHMMM,FK_36
FK,2019,8,28,8/28/19,10,3,1,37,8.5,75,MLLMM,FK_37
FK,2019,8,28,8/28/19,10,3,1,38,9.5,25,MLLMM,FK_38
FK,2019,8,28,8/28/19,10,3,1,39,7.6,0,MLLMM,FK_39
FK,2019,8,28,8/28/19,10,3,1,40,9,99,MLLMM,FK_40
FK,2019,8,28,8/28/19,10,3,1,41,9,0,MLLMM,FK_41
FK,2019,8,28,8/28/19,10,3,1,42,8.1,50,MLLMM,FK_42
FK,2019,8,28,8/28/19,10,3,2,43,12.5,0,MMMMM,FK_43
FK,2019,8,28,8/28/19,10,3,2,44,6.6,25,MMMMM,FK_44
FK,2019,8,28,8/28/19,10,3,2,45,10.5,50,MMMMM,FK_45
FK,2019,8,28,8/28/19,10,3,2,46,10,75,MMMMM,FK_46
FK,2019,8,28,8/28/19,10,3,2,47,8.5,99,MMMMM,FK_47
FK,2019,8,28,8/28/19,10,3,2,48,18.5,0,MMMMM,FK_48
FK,2019,8,28,8/28/19,10,3,3,49,6.1,50,HHMMM,FK_49
FK,2019,8,28,8/28/19,10,3,3,50,11.5,25,HHMMM,FK_50
FK,2019,8,28,8/28/19,10,3,3,51,9,99,HHMMM,FK_51
FK,2019,8,28,8/28/19,10,3,3,52,10.5,0,HHMMM,FK_52
FK,2019,8,28,8/28/19,10,3,3,53,8.1,0,HHMMM,FK_53
FK,2019,8,28,8/28/19,10,3,3,54,9,75,HHMMM,FK_54
FK,2019,9,10,9/10/19,11,1,1,1,6.6,75,MMMMM,FK_1
FK,2019,9,10,9/10/19,11,1,1,2,9,99,MMMMM,FK_2
FK,2019,9,10,9/10/19,11,1,1,3,10,0,MMMMM,FK_3
FK,2019,9,10,9/10/19,11,1,1,4,7.1,0,MMMMM,FK_4
FK,2019,9,10,9/10/19,11,1,1,5,5.1,50,MMMMM,FK_5
FK,2019,9,10,9/10/19,11,1,1,6,8.1,25,MMMMM,FK_6
FK,2019,9,10,9/10/19,11,1,2,7,11.5,0,HHMMM,FK_7
FK,2019,9,10,9/10/19,11,1,2,8,5.6,75,HHMMM,FK_8
FK,2019,9,10,9/10/19,11,1,2,9,6.6,0,HHMMM,FK_9
FK,2019,9,10,9/10/19,11,1,2,10,6.6,99,HHMMM,FK_10
FK,2019,9,10,9/10/19,11,1,2,11,5.6,50,HHMMM,FK_11
FK,2019,9,10,9/10/19,11,1,2,12,7.6,25,HHMMM,FK_12
FK,2019,9,10,9/10/19,11,1,3,13,6.1,50,MLLMM,FK_13
FK,2019,9,10,9/10/19,11,1,3,14,4.1,75,MLLMM,FK_14
FK,2019,9,10,9/10/19,11,1,3,15,7.6,0,MLLMM,FK_15
FK,2019,9,10,9/10/19,11,1,3,16,7.1,25,MLLMM,FK_16
FK,2019,9,10,9/10/19,11,1,3,17,5.1,0,MLLMM,FK_17
FK,2019,9,10,9/10/19,11,1,3,18,6.6,99,MLLMM,FK_18
FK,2019,9,10,9/10/19,11,2,1,19,4.1,50,MLLMM,FK_19
FK,2019,9,10,9/10/19,11,2,1,20,10.5,0,MLLMM,FK_20
FK,2019,9,10,9/10/19,11,2,1,21,6.1,99,MLLMM,FK_21
FK,2019,9,10,9/10/19,11,2,1,22,5.1,75,MLLMM,FK_22
FK,2019,9,10,9/10/19,11,2,1,23,9.5,0,MLLMM,FK_23
FK,2019,9,10,9/10/19,11,2,1,24,6.6,25,MLLMM,FK_24
FK,2019,9,10,9/10/19,11,2,2,25,6.1,0,MMMMM,FK_25
FK,2019,9,10,9/10/19,11,2,2,26,7.6,75,MMMMM,FK_26
FK,2019,9,10,9/10/19,11,2,2,27,5.6,50,MMMMM,FK_27
FK,2019,9,10,9/10/19,11,2,2,28,5.1,99,MMMMM,FK_28
FK,2019,9,10,9/10/19,11,2,2,29,6.6,0,MMMMM,FK_29
FK,2019,9,10,9/10/19,11,2,2,30,6.6,25,MMMMM,FK_30
FK,2019,9,10,9/10/19,11,2,3,31,5.1,99,HHMMM,FK_31
FK,2019,9,10,9/10/19,11,2,3,32,6.6,25,HHMMM,FK_32
FK,2019,9,10,9/10/19,11,2,3,33,7.6,75,HHMMM,FK_33
FK,2019,9,10,9/10/19,11,2,3,34,6.6,0,HHMMM,FK_34
FK,2019,9,10,9/10/19,11,2,3,35,10,50,HHMMM,FK_35
FK,2019,9,10,9/10/19,11,2,3,36,8.5,0,HHMMM,FK_36
FK,2019,9,10,9/10/19,11,3,1,37,10,75,MLLMM,FK_37
FK,2019,9,10,9/10/19,11,3,1,38,8.5,25,MLLMM,FK_38
FK,2019,9,10,9/10/19,11,3,1,39,8.5,0,MLLMM,FK_39
FK,2019,9,10,9/10/19,11,3,1,40,9,99,MLLMM,FK_40
FK,2019,9,10,9/10/19,11,3,1,41,13.9,0,MLLMM,FK_41
FK,2019,9,10,9/10/19,11,3,1,42,6.6,50,MLLMM,FK_42
FK,2019,9,10,9/10/19,11,3,2,43,11,0,MMMMM,FK_43
FK,2019,9,10,9/10/19,11,3,2,44,6.6,25,MMMMM,FK_44
FK,2019,9,10,9/10/19,11,3,2,45,6.6,50,MMMMM,FK_45
FK,2019,9,10,9/10/19,11,3,2,46,4.6,75,MMMMM,FK_46
FK,2019,9,10,9/10/19,11,3,2,47,7.5,99,MMMMM,FK_47
FK,2019,9,10,9/10/19,11,3,2,48,11,0,MMMMM,FK_48
FK,2019,9,10,9/10/19,11,3,3,49,7.6,50,HHMMM,FK_49
FK,2019,9,10,9/10/19,11,3,3,50,7.1,25,HHMMM,FK_50
FK,2019,9,10,9/10/19,11,3,3,51,8.7,99,HHMMM,FK_51
FK,2019,9,10,9/10/19,11,3,3,52,8.5,0,HHMMM,FK_52
FK,2019,9,10,9/10/19,11,3,3,53,10,0,HHMMM,FK_53
FK,2019,9,10,9/10/19,11,3,3,54,9.5,75,HHMMM,FK_54
FK,2019,10,3,10/3/19,12,1,1,1,26.7,75,MMMMM,FK_1
FK,2019,10,3,10/3/19,12,1,1,2,14.4,99,MMMMM,FK_2
FK,2019,10,3,10/3/19,12,1,1,3,31.6,0,MMMMM,FK_3
FK,2019,10,3,10/3/19,12,1,1,4,25.7,0,MMMMM,FK_4
FK,2019,10,3,10/3/19,12,1,1,5,25.2,50,MMMMM,FK_5
FK,2019,10,3,10/3/19,12,1,1,6,27.7,25,MMMMM,FK_6
FK,2019,10,3,10/3/19,12,1,2,7,25.2,0,HHMMM,FK_7
FK,2019,10,3,10/3/19,12,1,2,8,21.8,75,HHMMM,FK_8
FK,2019,10,3,10/3/19,12,1,2,9,25.7,0,HHMMM,FK_9
FK,2019,10,3,10/3/19,12,1,2,10,14.4,99,HHMMM,FK_10
FK,2019,10,3,10/3/19,12,1,2,11,28.2,50,HHMMM,FK_11
FK,2019,10,3,10/3/19,12,1,2,12,29.2,25,HHMMM,FK_12
FK,2019,10,3,10/3/19,12,1,3,13,24.9,50,MLLMM,FK_13
FK,2019,10,3,10/3/19,12,1,3,14,23.3,75,MLLMM,FK_14
FK,2019,10,3,10/3/19,12,1,3,15,30.6,0,MLLMM,FK_15
FK,2019,10,3,10/3/19,12,1,3,16,30.6,25,MLLMM,FK_16
FK,2019,10,3,10/3/19,12,1,3,17,27.2,0,MLLMM,FK_17
FK,2019,10,3,10/3/19,12,1,3,18,13.9,99,MLLMM,FK_18
FK,2019,10,3,10/3/19,12,2,1,19,24.7,50,MLLMM,FK_19
FK,2019,10,3,10/3/19,12,2,1,20,32.1,0,MLLMM,FK_20
FK,2019,10,3,10/3/19,12,2,1,21,18.4,99,MLLMM,FK_21
FK,2019,10,3,10/3/19,12,2,1,22,25.7,75,MLLMM,FK_22
FK,2019,10,3,10/3/19,12,2,1,23,30.1,0,MLLMM,FK_23
FK,2019,10,3,10/3/19,12,2,1,24,32.6,25,MLLMM,FK_24
FK,2019,10,3,10/3/19,12,2,2,25,33.1,0,MMMMM,FK_25
FK,2019,10,3,10/3/19,12,2,2,26,24.3,75,MMMMM,FK_26
FK,2019,10,3,10/3/19,12,2,2,27,32.6,50,MMMMM,FK_27
FK,2019,10,3,10/3/19,12,2,2,28,20.3,99,MMMMM,FK_28
FK,2019,10,3,10/3/19,12,2,2,29,29.7,0,MMMMM,FK_29
FK,2019,10,3,10/3/19,12,2,2,30,29.7,25,MMMMM,FK_30
FK,2019,10,3,10/3/19,12,2,3,31,18.4,99,HHMMM,FK_31
FK,2019,10,3,10/3/19,12,2,3,32,24.3,25,HHMMM,FK_32
FK,2019,10,3,10/3/19,12,2,3,33,30.1,75,HHMMM,FK_33
FK,2019,10,3,10/3/19,12,2,3,34,29.2,0,HHMMM,FK_34
FK,2019,10,3,10/3/19,12,2,3,35,32.1,50,HHMMM,FK_35
FK,2019,10,3,10/3/19,12,2,3,36,38,0,HHMMM,FK_36
FK,2019,10,3,10/3/19,12,3,1,37,25.2,75,MLLMM,FK_37
FK,2019,10,3,10/3/19,12,3,1,38,23.3,25,MLLMM,FK_38
FK,2019,10,3,10/3/19,12,3,1,39,32.6,0,MLLMM,FK_39
FK,2019,10,3,10/3/19,12,3,1,40,19.3,99,MLLMM,FK_40
FK,2019,10,3,10/3/19,12,3,1,41,30.6,0,MLLMM,FK_41
FK,2019,10,3,10/3/19,12,3,1,42,23.8,50,MLLMM,FK_42
FK,2019,10,3,10/3/19,12,3,2,43,33.1,0,MMMMM,FK_43
FK,2019,10,3,10/3/19,12,3,2,44,29.7,25,MMMMM,FK_44
FK,2019,10,3,10/3/19,12,3,2,45,28.2,50,MMMMM,FK_45
FK,2019,10,3,10/3/19,12,3,2,46,24.3,75,MMMMM,FK_46
FK,2019,10,3,10/3/19,12,3,2,47,24.7,99,MMMMM,FK_47
FK,2019,10,3,10/3/19,12,3,2,48,29.7,0,MMMMM,FK_48
FK,2019,10,3,10/3/19,12,3,3,49,25.2,50,HHMMM,FK_49
FK,2019,10,3,10/3/19,12,3,3,50,33.1,25,HHMMM,FK_50
FK,2019,10,3,10/3/19,12,3,3,51,25.7,99,HHMMM,FK_51
FK,2019,10,3,10/3/19,12,3,3,52,30.6,0,HHMMM,FK_52
FK,2019,10,3,10/3/19,12,3,3,53,31.1,0,HHMMM,FK_53
FK,2019,10,3,10/3/19,12,3,3,54,25.2,75,HHMMM,FK_54
FK,2019,10,22,10/22/19,13,1,1,1,14.9,75,MMMMM,FK_1
FK,2019,10,22,10/22/19,13,1,1,2,12,99,MMMMM,FK_2
FK,2019,10,22,10/22/19,13,1,1,3,21.3,0,MMMMM,FK_3
FK,2019,10,22,10/22/19,13,1,1,4,15.9,0,MMMMM,FK_4
FK,2019,10,22,10/22/19,13,1,1,5,16.9,50,MMMMM,FK_5
FK,2019,10,22,10/22/19,13,1,1,6,17.3,25,MMMMM,FK_6
FK,2019,10,22,10/22/19,13,1,2,7,17.3,0,HHMMM,FK_7
FK,2019,10,22,10/22/19,13,1,2,8,11,75,HHMMM,FK_8
FK,2019,10,22,10/22/19,13,1,2,9,18.4,0,HHMMM,FK_9
FK,2019,10,22,10/22/19,13,1,2,10,12,99,HHMMM,FK_10
FK,2019,10,22,10/22/19,13,1,2,11,16.4,50,HHMMM,FK_11
FK,2019,10,22,10/22/19,13,1,2,12,15.9,25,HHMMM,FK_12
FK,2019,10,22,10/22/19,13,1,3,13,12.5,50,MLLMM,FK_13
FK,2019,10,22,10/22/19,13,1,3,14,12,75,MLLMM,FK_14
FK,2019,10,22,10/22/19,13,1,3,15,19.3,0,MLLMM,FK_15
FK,2019,10,22,10/22/19,13,1,3,16,18.4,25,MLLMM,FK_16
FK,2019,10,22,10/22/19,13,1,3,17,17.9,0,MLLMM,FK_17
FK,2019,10,22,10/22/19,13,1,3,18,12.5,99,MLLMM,FK_18
FK,2019,10,22,10/22/19,13,2,1,19,14.4,50,MLLMM,FK_19
FK,2019,10,22,10/22/19,13,2,1,20,18.4,0,MLLMM,FK_20
FK,2019,10,22,10/22/19,13,2,1,21,8.5,99,MLLMM,FK_21
FK,2019,10,22,10/22/19,13,2,1,22,15.4,75,MLLMM,FK_22
FK,2019,10,22,10/22/19,13,2,1,23,19.3,0,MLLMM,FK_23
FK,2019,10,22,10/22/19,13,2,1,24,23.8,25,MLLMM,FK_24
FK,2019,10,22,10/22/19,13,2,2,25,20.3,0,MMMMM,FK_25
FK,2019,10,22,10/22/19,13,2,2,26,13,75,MMMMM,FK_26
FK,2019,10,22,10/22/19,13,2,2,27,17.4,50,MMMMM,FK_27
FK,2019,10,22,10/22/19,13,2,2,28,10,99,MMMMM,FK_28
FK,2019,10,22,10/22/19,13,2,2,29,10.5,0,MMMMM,FK_29
FK,2019,10,22,10/22/19,13,2,2,30,15.9,25,MMMMM,FK_30
FK,2019,10,22,10/22/19,13,2,3,31,9.5,99,HHMMM,FK_31
FK,2019,10,22,10/22/19,13,2,3,32,18.4,25,HHMMM,FK_32
FK,2019,10,22,10/22/19,13,2,3,33,18.9,75,HHMMM,FK_33
FK,2019,10,22,10/22/19,13,2,3,34,18.4,0,HHMMM,FK_34
