entered_by,observers,date,year,site,plot,aerial_basal,estimated_total,added_total_datasheet,added_total_excel,bare,dung,lichen,litter,moss,mushroom,Opuntia pads #,Aristida purpurea,Bouteloua gracilis,Bromus tectorum,Hesperostipa comata,Koeleria macrantha,Nassella viridula,Pascopyrum smithii,Poa secunda,Vulpia octoflora,Carex duriuscula,Carex filifolia,Artemisia dracunculus,Artemisia frigida,Artemisia tridentata,Coryphantha vivipara,Gutierrezia sarothrae,Opuntia polyacantha,Allium textile,Alyssum desertorum,Draba reptans,Eremogone hookeri,Hedeoma hispida,Lepidium densiflorum,Lithospermum incisum,Logfia arvensis,Lomatium foeniculaceum,Musineon divaricatum,Oenotherea suffrutescens,Phlox hoodii,Plantago patagonica,Psoralidium tenuiflorum,Sphaeralcea coccinea,Taraxacum officinale,Tragopogon dubius,Vicia americana,Androsace occidentalis,Antennaria parvifolia,Astragalus lotiflorus,Astragalus bisulcatus,Bouteloua dactyloides,Bromus arvensis,Camelina microcarpa,Chamaesyce nutans,Cirsium canescens,Cirsium undulatum,Conyza canadensis,Collomia linearis ,Comandra umbellata,Descurainia pinnata,Descurainia sophia,Draba nemorosa,Elymus elymoides,Erigeron engelmannii,Erigeron divergens/ochroleucus,Erigeron pumilus,Grindelia squarrosa,Lesquerella arenosa,Lesquerella ludoviciana,Leucocrinum montanum,Liatris punctata,Linum rigidum,Lygodesmia juncea,Machaeranthera canescens,Machaeranthera grindelioides,Machaeranthera pinnatifida,Nothocalais cuspidata,Nuttallanthus texanus,Oenotherea suffrutescens,Orobanche fasciculata,Penstemon albidus,Penstemon eriantherus,Pediomelum esculentum,Picradeniopsis oppositifolia,Polygonum aviculare,Scorzonera laciniata,Schedonnardus paniculatus,Sporobolus cryptandrus,Tetraneuris acaulis,Tradescantia occidentalis,Veronica peregrina,Viola nuttallii ,Zigadenus venenosus,Lupinus pusillus,STANDING DEADArtemisia tridentata,STANDING DEAD Bromus arvensis,STANDING DEAD Bromus tectorum,STANDING DEAD Logfia arvensis,STANDING DEAD Pascopyrum smithii,Penstemon sp.,CRCE/LELU/Penstemon sp,Oenothera?,Unknown #7 baby guara?,UNKN8 basal rosette lancroiati,Unk #3 Basal Rosette,Unk #3 soft point leaf KW photo,Unkn #10 small linear leaf KW photo,Cirsium sp.,Oneothera n?,Rock,Moss/Lichen/Bogr overlap,Notes
Jill Baty,"Kim Komatsu, Kevin Wilcox",6/26/2019,2019,TB,21,Aerial,70,70,70.75,9,0,5,15,0,0,7,2,45,0,0,5,0,3,0.25,0.25,0.5,0,0,1,3,0,0,2,0,0.25,0,,0,0,0,0,0.25,0.25,0,2,0.25,2,0.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.5,,Bit of root ingrowth core in plot
Jill Baty,"Kim Komatsu, Kevin Wilcox",6/26/2019,2019,TB,21,Basal,45,48,49.25,25,0,5,25,0,0,.,0.5,35,0,0,3,0,2,0.25,0.25,0.25,0,0,0.5,2,0,0,1,0,0.25,0,,0,0,0,0,0.25,0.25,0,2,0.25,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,,0.25,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.5,,"""Psoralea esculenta"" entered as PEES"
Jill Baty,Kim Komatsu,6/26/2019,2019,TB,22,Aerial,60,60,59.75,10,0,11,15,0,0,0,0,35,0.25,0,4,0,2,1,2,0,2,0,0,0,0,0,0,0.5,0,0,,0,0,0,2,0.5,0.25,0,0,1,0,0.25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,5,,.
Jill Baty,Kim Komatsu,6/26/2019,2019,TB,22,Basal,45,40.5,41.75,18,0,11,20,0,0,.,0,30,0.25,0,3,1,1,0.5,0.5,0,2,0,0,0,0,0,0,0.25,0,0,,0,0,0,1,0.5,0.25,0,0,0.25,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,12,,.
Jill Baty,Sally Koerner,6/26/2019,2019,TB,23,Aerial,50,50.3,54,38,0,11,1,0,0,0,0,40,0,0,10,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,,0,0,0,0.25,0.25,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,1,,.
Jill Baty,Sally Koerner,6/26/2019,2019,TB,23,Basal,40,44,44,45,0,11,1,0,0,.,0,35,0,0,7,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,1,,.
Jill Baty,Kim Komatsu,6/26/2019,2019,TB,24,Aerial,55,55,54.25,12,0,13,20,0.25,0,0,0,30,0,0,10,0,4,0.25,0,0.25,0,0.25,6,0,0,0,0,0,0,0,,0,0,0,0.5,0.5,0.5,0,0,0.25,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,1,,.
Jill Baty,Kim Komatsu,6/26/2019,2019,TB,24,Basal,48,44,44.5,16,0,13,25,0.25,0,.,0,27,0,0,8,0,3,0.25,0,0.25,0,0.25,4,0,0,0,0,0,0,0,,0,0,0,0.25,0.25,0.25,0,0,0.25,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,3,,.
Jill Baty,Sally Koerner,6/26/2019,2019,TB,25,Aerial,60,59.5,59.25,20,0,15,0,0,0,15,0,45,0,0,4,0,3,0.5,0.25,0.25,0,0,0,0,0,0,3,0.25,0,0.25,,0,0.25,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,5,,"LOFO entered as ""0"" but ""1"" had been erased"
Jill Baty,Sally Koerner,6/26/2019,2019,TB,25,Basal,42,43.75,44,33,0,15,0,0,0,.,0,37,0,0,2,0,1,0.25,0.25,0.5,0,0,0,0,0,0,1,0.25,0,0.25,,0,0.25,0,0.25,0,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,5,,"LOFO entered as ""0"" but ""<0.5"" had been erased"
Jill Baty,"Kim Komatsu, Kevin Wilcox",6/26/2019,2019,TB,26,Aerial,65,65,65.5,10,0.5,4,15,0.5,0,0,0,27,0,0,8,0,5,3,2,2,1,0,2,2,0,0,0,0.25,0,0,,0,0,0,2,0.25,0.25,0,0.25,0.25,0,0.25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,3,,
Jill Baty,"Kim Komatsu, Kevin Wilcox",6/26/2019,2019,TB,26,Basal,40,40,40.5,20,1,4,25,0.5,0,.,0,22,0,0,5,0,2,2,1,1,0.5,0,2,2,0,0,0,0.25,0,0,,0,0,0,1,0.25,0.25,0,0.25,0.25,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,10,,.
Jill Baty,"Kim Komatsu, Kevin Wilcox",6/26/2019,2019,TB,27,Aerial,55,56,55.5,6,0.5,12,18,0,0,0,6,22,0,0,7,0,0.5,0.25,0.25,0,3,0,4,0,0,0,0,0,0,0,,0,0,0,0.5,0,0,0,7,0.25,1,0,0.25,0,2,0,0,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,10,,Root ingrowth core in plot
Jill Baty,"Kim Komatsu, Kevin Wilcox",6/26/2019,2019,TB,27,Basal,35,38,38.75,10,0.5,12,20,0,0,.,5,15,0,0,4,0,0.25,0.25,0.25,0,2,0,3,0,0,0,0,0,0,0,,0,0,0,0.25,0,0,0,6,0.25,0.25,0,0.25,0,0.5,0,0,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,25,,
Jill Baty,Sally Koerner,6/26/2019,2019,TB,28,Aerial,70,67,70,10,0,7,4,0,0,0,0,42,0,0,3,0,2,4,0.25,0,6,0,2,2,0,0,0,0.25,0,0,,0,0.25,0,0.25,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,8,,"Root ingrowth core in plot; ""MATI"" on data sheet entered as MAGR"
Jill Baty,Sally Koerner,6/26/2019,2019,TB,28,Basal,45,49.5,50,25,0,7,1,0,0,.,0,36,0,0,2,0,0.5,3,0.25,0,4,0,2,0.25,0,0,0,0.25,0,0,,0,0.25,0,0.25,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,20,,"Root ingrowth core in plot; ""MATI"" on data sheet entered as MAGR"
Jill Baty,"Kim Komatsu, Kevin Wilcox",6/26/2019,2019,TB,29,Aerial,55,61,62,25,4,3,11,0,0,0,0,20,0,0,11,0,2,3,0.25,0,3,0,7,0,0,0,0,0.25,0,0,,0,0.25,0.25,0.25,0,0,0,5,0.5,6,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1,0,0.25,,1,0,0,0,0,0,0,0,0,0,0.25,,0,,,,,0,0,0,0,0,0,0,0,0,0,4,,Root ingrowth core in plot
Jill Baty,"Kim Komatsu, Kevin Wilcox",6/26/2019,2019,TB,29,Basal,40,40.5,40.75,32,6,3,15,0,0,.,0,17,0,0,7,0,0.5,1,0.25,0,2,0,5,0,0,0,0,0.25,0,0,,0,0.25,0.25,0.25,0,0,0,4,0.25,1,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,,0.25,0,0,0,0,0,0,0,0,0,0.25,,0,,,,,0,0,0,0,0,0,0,0,0,0,6,,"""Psoralea esculenta"" entered as PEES"
Jill Baty,Sally Koerner,6/26/2019,2019,TB,30,Aerial,60,57,57.75,18,4,5,7,0,0,0,5,30,0,2,1,0,0.25,0,0.25,0.5,7,0,4,0,0,0,0,0,0,0,,0,0.25,1,0.5,0,0,0.25,1,1,3,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,6,,"""MATI"" on data sheet entered as MAGR"
Jill Baty,Sally Koerner,6/26/2019,2019,TB,30,Basal,40,38.75,39.5,35,4,5,10,0,0,.,3,23,0,1,0.25,0,0.25,0,0.25,0.25,5,0,3,0,0,0,0,0,0,0,,0,0.25,0.25,0.25,0,0,0.25,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,8,,"""MATI"" on data sheet entered as MAGR"
Jill Baty,Kevin Wilcox,6/26/2019,2019,TB,31,Aerial,55,54,54,18,0.5,4,20,0,0,2,0,30,0,0,11,0,6,2,0.25,0,0,0,0,0,0,0,0.5,0.5,0,0.25,,0.25,0.25,0,1,0,0.5,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,3,,.
Jill Baty,Kevin Wilcox,6/26/2019,2019,TB,31,Basal,40,40,40,25,0.5,4,26,0,0,.,0,25,0,0,7,0,4,1,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,,0.25,0,0,0.5,0,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,4,,.
Jill Baty,Sally Koerner,6/26/2019,2019,TB,32,Aerial,60,56.5,57.75,31,0,5,3,0,0,0,0,35,0,0,9,0,1,0.25,0.25,0,1,0,4,0,0,0,0,0.25,0,0.25,,0,0,0,0,0.5,1,0.25,2,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0.5,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.5,,"""Psoralidium escu"" entered as Pediomelum esculentum"
Jill Baty,Sally Koerner,6/26/2019,2019,TB,32,Basal,45,43.5,43.5,46,0,5,1,0,0,.,0,28,0,0,6,0,0.25,0.25,0.25,0,0.5,0,3,0,0,0,0,0.25,0,0.5,,0,0,0,0,0.25,0.25,0.25,2,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.25,0,0,0,0.5,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.5,,"""Psoralidium escu"" entered as Pediomelum esculentum"
Jill Baty,Kevin Wilcox,6/26/2019,2019,TB,33,Aerial,70,67.75,67.25,8,0,4,17,0,0,18,0,40,0,0,5,0,9,1,0.25,0,0,0,0,0,0,0,4,0.25,0,0,,0.5,0.25,0,3,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.25,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.25,,Root ingrowth core in plot
Jill Baty,Kevin Wilcox,6/26/2019,2019,TB,33,Basal,45,47,46.5,25,0,4,25,0,0,.,0,30,0,0,3,0,7,0.5,0.25,0,0,0,0,0,0,0,2,0.25,0,0,,0.25,0.25,0,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.25,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.25,,
Jill Baty,Sally Koerner,6/26/2019,2019,TB,34,Aerial,60,58.5,58.75,32,0.25,5,3,0,0,0,0,45,0,0.25,10,0,1,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,,0,0,0,0.25,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.25,,Root ingrowth core in plot
Jill Baty,Sally Koerner,6/26/2019,2019,TB,34,Basal,50,50.25,50,41,0.25,5,3,0,0,.,0,42,0,0.25,6,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.25,,
Jill Baty,Kim Komatsu,6/26/2019,2019,TB,35,Aerial,65,62.5,62.75,15,0.25,12,10,0,0,11,0,42,0,0,7,0,7,2,0.25,0,0,0,0,0,0,0,2,0.25,0,0,,0,0,0,0.25,0.5,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.5,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,3,,Root ingrowth core in spp comp plot
Jill Baty,Kim Komatsu,6/26/2019,2019,TB,35,Basal,55,52,52.25,22,0.25,12,13,0,0,.,0,38,0,0,5,0,5,1,0.25,0,0,0,0,0,0,0,1,0.25,0,0,,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.5,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,4,,"""Psoralea esculenta"" entered as PEES"
Jill Baty,Kevin Wilcox,6/26/2019,2019,TB,36,Aerial,45,44.5,44.25,27,0,3,20,0,0,0,1,25,0,0,7,0,0.5,0,0.25,0.5,0,0,5,0,0,0.25,0,0.25,0,0,,0,0,0,1,0,0.5,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,4,,Root ingrowth core 1/2 in plot
Jill Baty,Kevin Wilcox,6/26/2019,2019,TB,36,Basal,30,33,33.25,36,0,3,25,0,0,.,0.5,21,0,0,5,0,0.25,0,0.25,0.25,0,0,3,0,0,0.25,0,0.25,0,0,,0,0,0,0.5,0,0.25,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,4,,
Jill Baty,Sally Koerner,6/27/2019,2019,TB,37,Aerial,75,77.5,78.5,13,0,4,0.25,0,0,1,0,55,0,0,9,0,2,0.25,0.25,0,0.5,0,0,0.5,0,0,0.5,0.25,0.25,0,,0,0,0,0.25,1,0,0,0,1,0,0.5,1,0,5,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,"""Camelina macro"" entered as ""Camelina microcarpa"""
Jill Baty,Sally Koerner,6/27/2019,2019,TB,37,Basal,55,55,55.25,40,0,4,0.5,0,0,.,0,45,0,0,6,0,0.25,0.25,0.25,0,0.25,0,0,0.25,0,0,0.25,0.25,0.25,0,,0,0,0,0.25,0.5,0,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,"""Camelina macro"" entered as ""Camelina microcarpa"""
Jill Baty,Sally Koerner,6/27/2019,2019,TB,38,Aerial,90,93.25,91.75,7,1,1,0,0,0,0,0,65,0,0,3,0,4,1,5,0,0.25,0,0,0,0,0,0,0,0.25,0.25,,0,0,0,1,2,0,0,0,0.25,0,0,0.5,0,1,0,0,0,0,0,8,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,overlap
Jill Baty,Sally Koerner,6/27/2019,2019,TB,38,Basal,75,70,70.5,25,2,1,0,0,0,.,0,60,0,0,2,0,1,0.25,3,0,0.25,0,0,0,0,0,0,0,0.25,0.25,,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0,2,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,
Jill Baty,Kim Komatsu,6/27/2019,2019,TB,39,Aerial,70,71,71.75,8,1,4,14,0,0,0,0,48,0,0,9,0,3,1,0.25,0,0.25,0,0,0,0,0,0,1,0.25,0.25,,0,0,0,0.25,0,0.25,0,0,0.25,0,0,0.25,0,6,0,0,0,0,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.5,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.5,,.
Jill Baty,Kim Komatsu,6/27/2019,2019,TB,39,Basal,55,53,53,12,3,4,28,0,0,.,0,40,0,0,7,0,2,0.5,0.25,0,0.25,0,0,0,0,0,0,0.25,0.25,0.25,,0,0,0,0.25,0,0.25,0,0,0.25,0,0,0.25,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.25,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,3,,.
Jill Baty,Kevin Wilcox,6/27/2019,2019,TB,40,Aerial,80,77.5,77.5,2,0.5,1,20,0,0,20,0,1,0,0,0,0,9,1,0.25,0.25,0,0,0,0,0,0,5,0.25,0.25,0.25,,0,0,0,2,0.5,0,0,0,0.25,0,0.5,0.5,1,5,0,0,0,0,0,50,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.25,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Kevin Wilcox,6/27/2019,2019,TB,40,Basal,35,35,36,5,1,1,60,0,0,.,0,0.5,0,0,0,0,7,0.5,0.25,0.25,0,0,0,0,0,0,3,0.25,0.25,0.25,,0,0,0,1,0.25,0,0,0,0.25,0,0.25,0.25,0.25,1,0,0,0,0,0,20,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.25,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Sally Koerner,6/27/2019,2019,TB,41,Aerial,53,49,51.75,35,0,0,10,0,0,0,0,0,0,0,0,3,12,3,0.25,0,0,0,0,0,0,0,0,0.25,0.5,0.25,,0,0,0,0,0,0,0,0,0,0,2,0.25,0,13,0,0,0,0,0,15,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,"Aerial cover of NAVIhad said 3, but was erased- basal cover was 2- entered as missing data. "
Jill Baty,Sally Koerner,6/27/2019,2019,TB,41,Basal,25,22,22,65,0,0,12,0,0,.,0,0,0,0,0,2,4,3,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.25,,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1,0,0,0,0,0,10,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.25,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,.
Jill Baty,Sally Koerner,6/27/2019,2019,TB,42,Aerial,55,55,54,40,0,0,6,0,0,0,0,0,0,0,5,2,22,3,0.25,0,0,0,0,0,0,1,0,0.25,1,0,,0,0,0,0,2,0,0,0,1,0,2,1,0,10,0,0,0,0,0,3,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.25,,"""Camelina macro"" entered as ""Camelina microcarpa"""
Jill Baty,Sally Koerner,6/27/2019,2019,TB,42,Basal,20,21,21.25,75,0,0,5,0,0,.,0,0,0,0,3,1,10,3,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,,0,0,0,0,0.25,0,0,0,0.5,0,0.25,0.25,0,0.5,0,0,0,0,0,1,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,.,,"""Camelina macro"" entered as ""Camelina microcarpa""; Rocks space was blank, but rocks space for aerial cover was <0.5- entered as missing data"
