entered_by,observers,date,year,site,plot,aerial_basal,estimated_total,added_total_datasheet,added_total_excel,rock,dung,moss,lichen,mushroom,litter,bare_ground,ARPU,BOGR,BRAR,BRTE,HECO,KOMA,PASM,VUOC,CADU,CAFI,ARFR,ARTR,COVI,OPPO,ALTE,ALDE,ANOC,ANPA,CAMI,COUM,COCA,ERHO,HEHI,LASE,LEDE,LOAR,LOFO,MILI,MUDI,PHHO,PLPA,POAV,PSTE,SPCO,TAOF,TRDU,VIAM,PIOP,POSE,ASBI,DRRE,VINU,NAVI,LIIN,LEMO,TROC,OESU,PEAN,CIUN,SPCR,LOFO,ERPU,VEPE,ASCR,PHLO,ZIVE,PEES,MAGR,GUSA,SCLA,"Pointy petals, Rhear leaves",ZIDI,GUSA,Flesur linear leaves in bunch (KW pic),ERDI,DEPI,SCPA,Sponge leaf (KW pic) - FRUN PIOP 46 (???),Notes,,,,,,,,,,,,,,,,,Rock,Moss/Lichen/Bogr overlap,
Kathryn Bloodworth,KJK,6/29/22,2022,TB,45,basal,18,17,16.75,0.5,0,0.25,3,0,38,40,0,0,0.25,0,0,1,9,0,0,0,0,0.25,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KJK,6/29/22,2022,TB,47,aerial,50,49,49.75,0,0,0,1,0,19,30,0,0,3,0,0,2,30,0,0,0,0,3,0,3,0,2,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,0,0,2,0,0.5,0,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KJK,6/29/22,2022,TB,47,basal,28,27,27.75,0,0,0,1,0,36,35,0,0,0.25,0,0,1,20,0,0,0,0,2,0,1,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KJK,6/29/22,2022,TB,37,aerial,70,71,70.75,0.25,0,0,2,0,12,16,0,60,1,0,0,1,0.5,0.25,0,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0,2,0.25,0,0,0,0.5,0,0,0,0,0,3,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KJK,6/29/22,2022,TB,37,basal,55,54,53.75,0.5,0,0,2,0,23,20,0,50,0.25,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0.5,0.25,0,0,0,0.25,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,5,aerial,35,34.75,34.75,0,0,0.5,0.5,0,60,4,0.5,4,2,9,3,5,9,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,ingrowth core hole 0.5%
Kathryn Bloodworth,KW,n/a,2022,TB,5,basal,16,16.5,16.5,0,0,0.5,0.5,0,78,5,0.25,2,0.5,3,2,3,4,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,7,aerial,57,57.75,57.5,0,0,2,2,0,31,8,2,35,3,1,1,4,2,0.25,0.25,0,2,5,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,7,basal,33,33.5,33.75,0,0,2,2,0,52,9,1,23,0.5,0.25,0.5,3,0.5,0.25,0.25,0,2,1,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,8,aerial,60,61.75,61.75,0.5,0,0,3,0,11,25,2,45,0.5,0,0.5,3,2,0.25,0.25,0,2,0,0,0.5,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0.25,0,2,0,0,0,0,0,2,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,8,basal,42,42.75,42.75,0.5,0,0,3,0,28,27,1,35,0.25,0,0.25,1,0.5,0.25,0.25,0,1,0,0,0.25,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0,1,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,9,aerial,50,49.75,49.75,0.25,0,1,3,0,21,25,4,30,0,0,0.5,6,0,0,0.25,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,ingrowth core hole 0.5% cover
Kathryn Bloodworth,KW,n/a,2022,TB,9,basal,41,41,39.25,0.25,0,1,3,0,28,27,3,25,0,0,0.25,4,0,0,0.25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,13,aerial,40,40.75,40.75,0.25,0,1,1,0,51,7,0,0.5,3,0.5,6,6,6,0.25,0.5,0,8,2,0,3,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,ingrowth core hole 0.5% cover
Kathryn Bloodworth,KW,n/a,2022,TB,13,basal,22,22,22.5,0.25,0,1,1,0,68,8,0,0.25,0.5,0.25,4,4,3,0.25,0.25,0,6,1,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,14,aerial,35,36.5,37.5,0.25,0.25,0,2,0,20,43,0,9,2,0.25,0,1,13,0.25,0.25,0,0,2,0,4,0,0,0,0,0.25,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,14,basal,17,17.25,17.5,0.25,0.25,0,2,0,33,48,0,7,0.5,0.25,0,0.5,5,0.25,0.25,0,0,0,0,1,0,0,0,0,0.25,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,15,aerial,27,28.25,27.25,0,0,0,1,0,70,2,0,0.25,1,17,0,0.5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,lichen BOGR overlap
Kathryn Bloodworth,KW,n/a,2022,TB,15,basal,9,9,9,0,0,0,1,0,87,2,0,0.25,0.25,5,0,0.25,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,lichen BOGR overlap
Kathryn Bloodworth,KW,n/a,2022,TB,26,aerial,38,38.5,38.5,8,0,0,7,0,15,32,0,22,0,0,0,0.5,4,0.25,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,lichen BOGR overlap
Kathryn Bloodworth,KW,n/a,2022,TB,26,basal,26,26,26,8,0,0,7,0,25,34,0,18,0,0,0,0.25,2,0.25,2,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,lichen BOGR overlap
Kathryn Bloodworth,KW,n/a,2022,TB,28,aerial,45,46,46,9,0,0,15,0,11,20,0,28,0,0,0,0,3,0.25,0.5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.5,0,3,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,lichen BOGR overlap
Kathryn Bloodworth,KW,n/a,2022,TB,28,basal,32,32.5,33.5,9,0,0,15,0,23,21,0,24,0,0,0,0,1,0.25,0.25,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0.5,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,lichen BOGR overlap
Kathryn Bloodworth,KW,n/a,2022,TB,30,aerial,35,38.5,38.25,3,0,1,4,0,15,42,5,12,0.5,0.25,2,2,1,0.5,0.25,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,30,basal,25,25.75,25.75,3,0,1,4,0,25,42,3,10,0.25,0.25,1,1,0.5,0.25,0.25,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,32,aerial,48,50.5,50.5,2,0,0,3,0,7,40,0.5,30,0.25,0,0,4,3,0.25,0.25,0.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.5,0.5,0.25,0,0.25,0,0,0,0,0,0.5,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,32,basal,39,39,38.75,2,0,0,3,0,14,42,0.25,25,0.25,0,0,2,1,0.25,0.25,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.5,0.25,0,0.25,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,34,aerial,40,41,41,0.25,0.25,0,4,0,11,45,0,29,0,0,0,9,1,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,34,basal,33,33,33,0.25,0.25,0,4,0,18,45,0,24,0,0,0,7,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,20,aerial,30,29.75,29.75,5,3,0,6,0,16,40,0,10,0,0,1,7,6,0,0.25,0,0,2,0,1,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0,0,0.25,0,0,0.25,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,ingrowth core hole 0.5% cover
Kathryn Bloodworth,KW,n/a,2022,TB,20,basal,18,17.75,17.75,5,3,0,6,0,26,42,0,7,0,0,0.5,4,3,0,0.25,0,0,0.5,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0.25,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,22,aerial,41,42,42,17,0,2,5,0,16,19,0,30,0,0.25,0,1,1,0.5,0.25,2,0.25,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0,0,0.5,0,0,0.25,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,22,basal,33,33.5,33.25,17,0,2,5,0,23,20,0,25,0,0.25,0,0.5,0.5,0.25,0.25,2,0.25,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0.25,0,0,0.25,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,24,aerial,40,41.5,41,3,0.25,0,5,0,12,40,0,15,0,0,0,6,4,0.25,1,0,11,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,1,0,0.5,0,0.25,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,24,basal,30,30.25,30.25,3,0.25,0,5,0,20,42,0,12,0,0,0,4,2,0.25,0.5,0,9,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,44,aerial,75,76.5,75.5,0.25,0.5,0,2,0,7,16,0,55,2,0,0,2,3,0,0.25,0,0,0.5,0,0.5,0,2,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,6,0,3,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,44,basal,53,53,52.75,0.25,0.5,0,2,0,28,17,0,45,0.5,0,0,1,1,0,0.25,0,0,0.25,0,0.25,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,2,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,46,aerial,30,31,31,2,3,0,2,0,8,55,0,0,0.5,0,0,2,10,0,0,0,0,8,0,2,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0.5,0.5,0,1,0,1,0,0.25,0.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,46,basal,14,14,14,2,3,0,2,0,17,62,0,0,0.25,0,0,1,5,0,0,0,0,3,0,0.5,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0.25,0,0.5,0,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,48,aerial,30,30.5,30.5,3,0,0,3,0,9,55,0,0,0,0,0,14,5,0,0,0,0,2,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0.25,0.5,0,2,0,0.25,0,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,48,basal,17,17,17.25,3,0,0,3,0,19,58,0,0,0,0,0,10,2,0,0,0,0,1,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0.5,0,0.25,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,38,aerial,80,81.5,81.5,0.25,2,0,1,0,12,5,0,70,2,0,0,0,4,0.25,0.25,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0.25,1,0,0,0,1,0,0,0,0.25,0,0.5,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,38,basal,70,70,70.75,0.25,2,0,1,0,22,5,0,65,0.5,0,0,0,2,0.25,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0,0.5,0,0,0,0.25,0,0.25,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,40,aerial,59,59.5,59,0.25,0,2,0.25,0,34,4,0,18,6,0,0,0,9,0,0.5,0,0,0,0,11,0,3,0,0,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,1,0,0,4,3,2,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,Plot 40 note: no roots left so descuriana pinnata (DEPI) could be ofrena desfuriane,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,KW,n/a,2022,TB,40,basal,29,29,29,0.25,0,2,0.25,0,64,4,0,14,2,0,0,0,4,0,0.25,0,0,0,0,4,0,0.5,0,0,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0.25,0,0,1,0.5,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,n/a,n/a,2022,TB,42,aerial,32,32.5,32.5,2,0,0,0.5,0,10,55,0,0,2,0,0,0,18,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1,0.5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,n/a,n/a,2022,TB,42,basal,14,14,14.25,2,0,0,0.5,0,25,58,0,0,0.5,0,0,0,9,0,0,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0.25,0.25,0,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,n/a,n/a,2022,TB,50,aerial,29,29.5,29.5,4,0,0,0.5,0,25,48,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0.25,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,n/a,n/a,2022,TB,50,basal,14,14.5,14.5,4,0,0,0.5,0,38,43,0,0,0.5,0,0,0,12,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0.25,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,n/a,n/a,2022,TB,52,aerial,28,28,28.25,1,0,0,1,0,25,45,0,0,1,0,0,2,18,0,0,0,0,4,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,n/a,n/a,2022,TB,52,basal,14,14,14,1,0,0,1,0,36,48,0,0,0.25,0,0,1,9,0,0,0,0,2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,n/a,n/a,2022,TB,54,aerial,18,18,17.75,7,0.25,0,4,0,6,65,0,0,0.5,0,0,0,5,0,0,0,0,7,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,2,,,,,,,,,,,,,,,,,,,,
Kathryn Bloodworth,n/a,n/a,2022,TB,54,basal,8,8,8,7,0.25,0,4,0,14,67,0,0,0.25,0,0,0,3,0,0,0,0,3,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,,,,,,,,,,,,,,,,,,,,
