observers,date,site,block,plot,genus_species,symbol,aerial_cover,basal_cover,notes
KW,7/3/19,FK,1,18,Bromus_tectorum,BRTE,5,0.25,
SEK,7/2/19,FK,1,5,Hesperostipa_comata,HECO,5,3,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Hesperostipa_comata,HECO,5,4,
KW,7/3/19,FK,1,17,Hesperostipa_comata,HECO,5,2,
SEK,7/1/19,FK,3,44,Hesperostipa_comata,HECO,5,2,
KW,7/3/19,FK,1,8,Pascopyrum_smithii,PASM,5,2,
SEK,7/2/19,FK,2,19,Pascopyrum_smithii,PASM,5,2,
SEK,7/1/19,FK,2,27,Poa_secunda,POSE,5,2,
SEK,7/2/19,FK,1,5,Sphaeralcea_coccinea,SPCO,5,1,
SEK,7/3/19,FK,1,12,Tragopogon_dubius,TRDU,5,0.5,
SEK,7/3/19,FK,1,13,Tragopogon_dubius,TRDU,5,0.5,
SEK,7/2/19,FK,2,31,Tragopogon_dubius,TRDU,5,0.5,
KJK,7/2/19,FK,2,34,Tragopogon_dubius,TRDU,5,1,
KW,7/1/19,FK,3,37,Tragopogon_dubius,TRDU,5,1,
KJK,7/1/19,FK,3,45,Tragopogon_dubius,TRDU,5,2,
SEK,7/2/19,FK,1,3,Carex_filifolia,CAFI,4,2,
SEK,7/2/19,FK,1,5,Opuntia_polycantha,OPPO,4,3,10 Pads
SC_AD_KJB_SEK,7/2/19,FK,1,7,Bare Ground,,4,5,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Artemisia_frigida,ARFR,4,3,
SEK,7/2/19,FK,2,19,Carex_filifolia,CAFI,4,2,
KW,7/2/19,FK,2,23,Artemisia_frigida,ARFR,4,3,
KW_KJK,7/2/19,FK,2,35,Carex_durescula,CADU,4,1,
KJK,7/1/19,FK,3,45,overlap,,4,,
KW,7/1/19,FK,3,49,Dung,,4,6,
KW,7/3/19,FK,1,17,Bouteloua_gracilis,BOGR,4,2,
KW,7/3/19,FK,1,8,Hesperostipa_comata,HECO,4,3,
KW,7/2/19,FK,2,21,Hesperostipa_comata,HECO,4,2,
KJK,7/1/19,FK,2,28,Hesperostipa_comata,HECO,4,2,2.5% of spp comp plot clipped
KJK,7/2/19,FK,2,34,Hesperostipa_comata,HECO,4,3,
KW,7/1/19,FK,3,41,Hesperostipa_comata,HECO,4,2,
KJK,7/1/19,FK,3,43,Hesperostipa_comata,HECO,4,3,
KJK,7/3/19,FK,1,14,Koeleria_macrantha,KOMA,4,3,2.5% of plot is clipped
KW,7/1/19,FK,3,41,Koeleria_macrantha,KOMA,4,2,
KRW_KJK_SEK,7/1/19,FK,3,53,Koeleria_macrantha,KOMA,4,2,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Logfia_arvensis,LOAR,4,1,
KW,7/1/19,FK,3,49,Pascopyrum_smithii,PASM,4,2,
SEK,7/2/19,FK,2,25,Pediomelum_esculenta,PEES,4,0.5,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Poa_secunda,POSE,4,3,
KRW_KJK_SEK,7/1/19,FK,3,52,Poa_secunda,POSE,4,2,
KJK,7/1/19,FK,3,42,Sphaeralcea_coccinea,SPCO,4,1,
SEK,7/1/19,FK,3,48,Sphaeralcea_coccinea,SPCO,4,0.5,
KJK,7/1/19,FK,3,50,Tragopogon_dubius,TRDU,4,1,
KW_KJK,7/2/19,FK,1,2,Lygodesmia_juncea,LYJU,3,0.25,2.5% of spp comp plot clipped
SEK,7/2/19,FK,1,5,Dung,,3,3,
SEK,7/3/19,FK,1,15,Carex_filifolia,CAFI,3,2,
SEK,7/3/19,FK,1,15,Dung,,3,5,
KJK,7/2/19,FK,2,20,Carex_filifolia,CAFI,3,2,
KW,7/2/19,FK,2,21,Carex_durescula,CADU,3,0.5,
KJK,7/1/19,FK,2,28,Lygodesmia_juncea,LYJU,3,0.25,2.5% of spp comp plot clipped
SEK,7/2/19,FK,2,31,Liatris_punctata,LIPU,3,0.25,
SEK,7/1/19,FK,3,44,Carex_filifolia,CAFI,3,2,
KJK,7/1/19,FK,3,45,Carex_filifolia,CAFI,3,2,
KJK,7/1/19,FK,3,45,ASER_Like_Woody,P49,3,2,
KW,7/1/19,FK,3,49,Bare Ground,,3,4,
KJK_SEK_KRW,7/1/19,FK,3,51,Carex_durescula,CADU,3,1,
SEK,7/3/19,FK,1,12,Aristida_purpurea,ARPU,3,2,
KJK,7/1/19,FK,2,30,Aristida_purpurea,ARPU,3,2,
SEK,7/3/19,FK,1,13,Bouteloua_gracilis,BOGR,3,3,
SEK,7/2/19,FK,2,25,Bouteloua_gracilis,BOGR,3,2,
SEK,7/1/19,FK,2,27,Bouteloua_gracilis,BOGR,3,1,
KRW_KJK_SEK,7/1/19,FK,3,39,Bouteloua_gracilis,BOGR,3,2,
KRW_KJK_SEK,7/1/19,FK,3,53,Bouteloua_gracilis,BOGR,3,1,
KJK,7/2/19,FK,2,22,Bromus_tectorum,BRTE,3,1,
KJK_SC,7/3/19,FK,1,10,Hesperostipa_comata,HECO,3,2,2.5% of plot was clipped
KJK,7/2/19,FK,2,32,Hesperostipa_comata,HECO,3,1,
KW_KJK,7/2/19,FK,2,35,Hesperostipa_comata,HECO,3,0.5,
KJK,7/1/19,FK,3,40,Hesperostipa_comata,HECO,3,2,
KJK,7/1/19,FK,3,42,Hesperostipa_comata,HECO,3,2,
KW,7/1/19,FK,3,41,Logfia_arvensis,LOAR,3,1,
KW,7/1/19,FK,3,49,Logfia_arvensis,LOAR,3,1,
KRW_KJK_SEK,7/1/19,FK,3,53,Logfia_arvensis,LOAR,3,2,
KJK,7/3/19,FK,1,6,Pascopyrum_smithii,PASM,3,2,
KJK,7/1/19,FK,3,40,Pascopyrum_smithii,PASM,3,1,
KJK_SEK_KRW,7/1/19,FK,3,51,Pascopyrum_smithii,PASM,3,0.5,
SEK,7/2/19,FK,2,36,Pediomelum_esculenta,PEES,3,0.25,
KJK_SC,7/3/19,FK,1,10,Sphaeralcea_coccinea,SPCO,3,0.25,2.5% of plot was clipped
KJK,7/1/19,FK,3,40,Sphaeralcea_coccinea,SPCO,3,1,
KW,7/1/19,FK,3,41,Sphaeralcea_coccinea,SPCO,3,0.5,
KJK,7/1/19,FK,3,45,Sphaeralcea_coccinea,SPCO,3,0.5,
KJK,7/3/19,FK,1,16,Tragopogon_dubius,TRDU,3,1,
KW,7/2/19,FK,2,21,Tragopogon_dubius,TRDU,3,0.5,
KW,7/2/19,FK,2,23,Tragopogon_dubius,TRDU,3,1,
SEK,7/2/19,FK,2,24,Tragopogon_dubius,TRDU,3,0.5,
KW,7/2/19,FK,2,29,Tragopogon_dubius,TRDU,3,0.5,
KJK,7/1/19,FK,2,30,Tragopogon_dubius,TRDU,3,1,
KJK,7/2/19,FK,2,32,Tragopogon_dubius,TRDU,3,0.5,
KJK,7/1/19,FK,3,43,Tragopogon_dubius,TRDU,3,1,
KW,7/1/19,FK,3,49,Tragopogon_dubius,TRDU,3,0.5,
KJK_SC,7/3/19,FK,1,10,Bouteloua_gracilis,BOGR,2,1,2.5% of plot was clipped
SEK_KJB,7/3/19,FK,1,11,Bouteloua_gracilis,BOGR,2,1,
KJK,7/3/19,FK,1,16,Bouteloua_gracilis,BOGR,2,2,
KJK,7/1/19,FK,2,30,Bouteloua_gracilis,BOGR,2,1,
KW_KJK,7/2/19,FK,2,35,Bouteloua_gracilis,BOGR,2,1,
KJK_SEK_KRW,7/1/19,FK,3,51,Bouteloua_gracilis,BOGR,2,0.5,
SEK,7/3/19,FK,1,12,Bromus_arvensis,BRAR,2,1,
KJK,7/3/19,FK,1,6,Bromus_tectorum,BRTE,2,0.25,
KW,7/1/19,FK,3,37,Bromus_tectorum,BRTE,2,0.25,
KJK,7/1/19,FK,3,40,Bromus_tectorum,BRTE,2,0.5,
KW_KJK,7/2/19,FK,1,2,Hesperostipa_comata,HECO,2,1,2.5% of spp comp plot clipped
SEK_KJB,7/3/19,FK,1,11,Hesperostipa_comata,HECO,2,1,
SEK,7/3/19,FK,1,13,Hesperostipa_comata,HECO,2,1,
KJK,7/3/19,FK,1,14,Hesperostipa_comata,HECO,2,1,2.5% of plot is clipped
KJK,7/2/19,FK,2,22,Hesperostipa_comata,HECO,2,1,
KW,7/2/19,FK,2,23,Hesperostipa_comata,HECO,2,1,
SEK,7/2/19,FK,2,25,Hesperostipa_comata,HECO,2,1,
SEK,7/2/19,FK,2,31,Hesperostipa_comata,HECO,2,1,
KW_KJK,7/2/19,FK,2,33,Hesperostipa_comata,HECO,2,1,
SEK,7/3/19,FK,1,13,Koeleria_macrantha,KOMA,2,1,
SEK,7/3/19,FK,1,15,Koeleria_macrantha,KOMA,2,2,
SEK,7/2/19,FK,2,25,Koeleria_macrantha,KOMA,2,2,
KRW_KJK_SEK,7/1/19,FK,3,39,Koeleria_macrantha,KOMA,2,2,
KW,7/1/19,FK,3,49,Koeleria_macrantha,KOMA,2,0.5,
KJK_SEK_KRW,7/1/19,FK,3,51,Koeleria_macrantha,KOMA,2,1,
KW_KJK,7/2/19,FK,1,4,Logfia_arvensis,LOAR,2,1,
KJK,7/2/19,FK,2,32,Logfia_arvensis,LOAR,2,1,
KJK,7/1/19,FK,3,50,Logfia_arvensis,LOAR,2,1,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Pascopyrum_smithii,PASM,2,0.5,
KJK_SC,7/3/19,FK,1,10,Pascopyrum_smithii,PASM,2,1,2.5% of plot was clipped
KW,7/3/19,FK,1,17,Pascopyrum_smithii,PASM,2,0.5,
SEK,7/2/19,FK,1,1,Lygodesmia_juncea,LYJU,2,0.25,
KW,7/2/19,FK,2,21,Pascopyrum_smithii,PASM,2,0.5,
KW_KJK,7/2/19,FK,1,2,Carex_durescula,CADU,2,0.25,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,4,Carex_durescula,CADU,2,0.25,
KW,7/1/19,FK,3,37,Pascopyrum_smithii,PASM,2,0.5,
KJK,7/1/19,FK,3,38,Pascopyrum_smithii,PASM,2,1,
KJK,7/1/19,FK,3,45,Pascopyrum_smithii,PASM,2,1,
KW_KJK,7/2/19,FK,1,4,overlap,,2,,
KRW_KJK_SEK,7/1/19,FK,3,53,Pascopyrum_smithii,PASM,2,0.5,
SEK,7/2/19,FK,1,5,Poa_secunda,POSE,2,0.25,
KJK,7/3/19,FK,1,14,Poa_secunda,POSE,2,1,2.5% of plot is clipped
SEK,7/2/19,FK,2,24,Poa_secunda,POSE,2,1,
KJK,7/3/19,FK,1,6,Lygodesmia_juncea,LYJU,2,0.25,
KJK,7/3/19,FK,1,6,Dung,,2,5,
KW,7/2/19,FK,2,26,Poa_secunda,POSE,2,0.5,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Vulpia_octoflora,VUOC,2,0.5,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Opuntia_polycantha,OPPO,2,1,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Dung,,2,3,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Lichen,,2,2,
KJK,7/2/19,FK,2,32,Poa_secunda,POSE,2,0.5,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Dung,,2,5,
KRW_KJK_SEK,7/1/19,FK,3,39,Poa_secunda,POSE,2,1,
KW_KJK,7/2/19,FK,1,4,Sphaeralcea_coccinea,SPCO,2,0.25,
KJK,7/3/19,FK,1,6,Sphaeralcea_coccinea,SPCO,2,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Sphaeralcea_coccinea,SPCO,2,0.25,
SEK,7/3/19,FK,1,12,Sphaeralcea_coccinea,SPCO,2,0.25,
SEK,7/3/19,FK,1,12,Carex_filifolia,CAFI,2,1,
SEK,7/3/19,FK,1,12,Artemisia_frigida,ARFR,2,2,
SEK,7/3/19,FK,1,13,Sphaeralcea_coccinea,SPCO,2,0.25,
SEK,7/3/19,FK,1,15,Sphaeralcea_coccinea,SPCO,2,0.25,
KW,7/3/19,FK,1,18,Sphaeralcea_coccinea,SPCO,2,0.25,
KW,7/2/19,FK,2,23,Sphaeralcea_coccinea,SPCO,2,0.5,
SEK,7/2/19,FK,2,24,Sphaeralcea_coccinea,SPCO,2,0.5,
KJK,7/1/19,FK,3,43,Sphaeralcea_coccinea,SPCO,2,0.5,
SEK,7/1/19,FK,3,44,Sphaeralcea_coccinea,SPCO,2,0.25,
KJK,7/3/19,FK,1,14,Overlap,,2,,2.5% of plot is clipped
KW,7/1/19,FK,3,46,Sphaeralcea_coccinea,SPCO,2,0.5,
KW,7/1/19,FK,3,49,Sphaeralcea_coccinea,SPCO,2,0.5,
KW_KJK,7/2/19,FK,1,4,Tragopogon_dubius,TRDU,2,0.5,
KJK,7/3/19,FK,1,6,Tragopogon_dubius,TRDU,2,0.5,
KW,7/3/19,FK,1,18,Astragalus_gracilis,ASGR,2,0.25,
KJK,7/3/19,FK,1,14,Tragopogon_dubius,TRDU,2,0.5,2.5% of plot is clipped
KW,7/3/19,FK,1,18,Tragopogon_dubius,TRDU,2,0.25,
KW,7/3/19,FK,1,18,Bare Ground,,2,3,
KW,7/2/19,FK,2,26,Tragopogon_dubius,TRDU,2,0.5,
KJK,7/1/19,FK,2,28,Tragopogon_dubius,TRDU,2,0.25,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,2,35,Tragopogon_dubius,TRDU,2,0.25,
KW,7/1/19,FK,3,46,Tragopogon_dubius,TRDU,2,0.5,
SEK,7/2/19,FK,2,24,Opuntia_polycantha,OPPO,2,1,6 Pads
SEK,7/2/19,FK,2,24,Dung,,2,4,
SEK,7/2/19,FK,2,25,Carex_filifolia,CAFI,2,1,
SEK,7/2/19,FK,2,25,Taraxacum_officinale,TAOF,2,0.25,
KW,7/2/19,FK,2,26,Dung,,2,2,
SEK,7/1/19,FK,2,27,Dung,,2,3,
KJK,7/1/19,FK,2,28,overlap,,2,,2.5% of spp comp plot clipped
KJK,7/1/19,FK,2,30,overlap,,2,,
KJK,7/2/19,FK,2,32,Dung,,2,4,
KW_KJK,7/2/19,FK,2,33,Carex_durescula,CADU,2,0.5,
KW_KJK,7/2/19,FK,2,33,Moss,,2,2,
SEK,7/2/19,FK,2,36,Lygodesmia_juncea,LYJU,2,0.25,
KW,7/1/19,FK,3,37,Dung,,2,4,
KJK,7/1/19,FK,3,42,Dung,,2,2,
KJK,7/1/19,FK,3,43,Bare Ground,,2,10,
KJK,7/1/19,FK,3,43,overlap,,2,,
KW,7/1/19,FK,3,46,Moss,,2,2,
SEK,7/1/19,FK,3,47,Dung,,2,2,
KW,7/1/19,FK,3,49,ASER_Like_Woody,P49,2,0.5,
KJK,7/1/19,FK,3,50,Carex_filifolia,CAFI,2,1,
KJK,7/1/19,FK,3,50,overlap,,2,,
KJK_SEK_KRW,7/1/19,FK,3,51,Bare Ground,,2,7,
KRW_KJK_SEK,7/1/19,FK,3,53,Bare Ground,,2,5,
KRW_KJK_SEK,7/1/19,FK,3,52,Carex_durescula,CADU,2,0.25,
SEK,7/3/19,FK,1,15,Bouteloua_gracilis,BOGR,1,0.5,
KJK,7/2/19,FK,2,22,Bouteloua_gracilis,BOGR,1,0.5,
KW,7/2/19,FK,2,23,Bouteloua_gracilis,BOGR,1,0.5,
SEK,7/2/19,FK,2,24,Bouteloua_gracilis,BOGR,1,0.25,
KJK,7/1/19,FK,2,28,Bouteloua_gracilis,BOGR,1,0.5,2.5% of spp comp plot clipped
KW,7/1/19,FK,3,41,Bouteloua_gracilis,BOGR,1,0.5,
KJK,7/1/19,FK,3,42,Bouteloua_gracilis,BOGR,1,0.5,
KJK,7/1/19,FK,3,43,Bouteloua_gracilis,BOGR,1,0.5,
SEK,7/1/19,FK,3,48,Bouteloua_gracilis,BOGR,1,0.5,
KJK,7/1/19,FK,3,50,Bouteloua_gracilis,BOGR,1,0.5,
KJK_SEK_KRW,7/1/19,FK,3,54,Bouteloua_gracilis,BOGR,1,0.5,forage quality in plot
KW_KJK,7/2/19,FK,1,2,Bromus_tectorum,BRTE,1,0.25,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,4,Hesperostipa_comata,HECO,1,0.5,
SEK,7/2/19,FK,2,19,Hesperostipa_comata,HECO,1,0.5,
SEK,7/2/19,FK,2,24,Hesperostipa_comata,HECO,1,0.25,
KJK,7/1/19,FK,2,30,Hesperostipa_comata,HECO,1,0.5,
SEK,7/1/19,FK,3,47,Hesperostipa_comata,HECO,1,0.5,
KRW_KJK_SEK,7/1/19,FK,3,53,Hesperostipa_comata,HECO,1,0.5,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Koeleria_macrantha,KOMA,1,0.5,
SEK_KJB,7/3/19,FK,1,11,Koeleria_macrantha,KOMA,1,0.5,
SEK,7/2/19,FK,2,31,Koeleria_macrantha,KOMA,1,0.25,
KJK,7/2/19,FK,2,32,Koeleria_macrantha,KOMA,1,0.5,
SEK,7/2/19,FK,1,3,Logfia_arvensis,LOAR,1,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Logfia_arvensis,LOAR,1,0.5,
KW,7/2/19,FK,2,23,Logfia_arvensis,LOAR,1,0.5,
SEK,7/2/19,FK,2,24,Logfia_arvensis,LOAR,1,0.25,
KJK,7/1/19,FK,2,30,Logfia_arvensis,LOAR,1,0.5,
KRW_KJK_SEK,7/1/19,FK,3,39,Logfia_arvensis,LOAR,1,0.25,
KRW_KJK_SEK,7/1/19,FK,3,52,Logfia_arvensis,LOAR,1,0.25,
SEK,7/2/19,FK,1,1,Pascopyrum_smithii,PASM,1,0.25,
KW_KJK,7/2/19,FK,1,2,Pascopyrum_smithii,PASM,1,0.5,2.5% of spp comp plot clipped
KW_KJK,7/2/19,FK,1,4,Pascopyrum_smithii,PASM,1,0.5,
SEK,7/2/19,FK,1,5,Pascopyrum_smithii,PASM,1,0.25,
SEK,7/3/19,FK,1,12,Pascopyrum_smithii,PASM,1,0.25,
KJK,7/3/19,FK,1,16,Pascopyrum_smithii,PASM,1,0.5,
KW,7/3/19,FK,1,18,Pascopyrum_smithii,PASM,1,0.25,
SEK,7/2/19,FK,2,24,Pascopyrum_smithii,PASM,1,0.25,
KW,7/2/19,FK,2,26,Pascopyrum_smithii,PASM,1,0.5,
KW,7/2/19,FK,2,29,Pascopyrum_smithii,PASM,1,0.25,
KW_KJK,7/2/19,FK,2,33,Pascopyrum_smithii,PASM,1,0.25,
KJK,7/2/19,FK,2,34,Pascopyrum_smithii,PASM,1,0.5,
KW_KJK,7/2/19,FK,2,35,Pascopyrum_smithii,PASM,1,0.25,
KRW_KJK_SEK,7/1/19,FK,3,39,Pascopyrum_smithii,PASM,1,0.25,
SEK,7/1/19,FK,3,47,Pascopyrum_smithii,PASM,1,0.25,
KRW_KJK_SEK,7/1/19,FK,3,39,Pediomelum_esculenta,PEES,1,0,
KW_KJK,7/2/19,FK,2,33,pediomelum_esculentum,PEES,1,0.25,
SEK,7/2/19,FK,1,1,Poa_secunda,POSE,1,0.25,
KW_KJK,7/2/19,FK,1,4,Poa_secunda,POSE,1,0.5,
KJK,7/3/19,FK,1,6,Poa_secunda,POSE,1,0.5,
KJK_SC,7/3/19,FK,1,10,Poa_secunda,POSE,1,0.25,2.5% of plot was clipped
KJK,7/2/19,FK,2,20,Poa_secunda,POSE,1,0.25,
KW,7/2/19,FK,2,21,Poa_secunda,POSE,1,0.25,
KJK,7/1/19,FK,2,28,Poa_secunda,POSE,1,0.25,2.5% of spp comp plot clipped
KW,7/2/19,FK,2,29,Poa_secunda,POSE,1,0.5,
KW_KJK,7/2/19,FK,2,35,Poa_secunda,POSE,1,0.25,
KJK,7/1/19,FK,3,38,Poa_secunda,POSE,1,0.5,
SEK,7/1/19,FK,3,48,Poa_secunda,POSE,1,0.25,
KRW_KJK_SEK,7/1/19,FK,3,53,Poa_secunda,POSE,1,0.25,
SEK,7/2/19,FK,1,3,Sphaeralcea_coccinea,SPCO,1,0.25,
KW,7/3/19,FK,1,8,Sphaeralcea_coccinea,SPCO,1,0.25,
KJK,7/3/19,FK,1,14,Sphaeralcea_coccinea,SPCO,1,0.25,2.5% of plot is clipped
KW,7/3/19,FK,1,17,Sphaeralcea_coccinea,SPCO,1,0.25,
SEK,7/2/19,FK,2,19,Sphaeralcea_coccinea,SPCO,1,0.25,
KJK,7/2/19,FK,2,22,Sphaeralcea_coccinea,SPCO,1,0.25,
KJK,7/1/19,FK,2,30,Sphaeralcea_coccinea,SPCO,1,0.25,
SEK,7/2/19,FK,2,31,Sphaeralcea_coccinea,SPCO,1,0.25,
SEK,7/2/19,FK,2,36,Sphaeralcea_coccinea,SPCO,1,0.25,
KRW_KJK_SEK,7/1/19,FK,3,39,Sphaeralcea_coccinea,SPCO,1,0.25,
KW_KJK,7/2/19,FK,2,33,Tragopogon_dubius,TRDU,1,0.25,
SEK,7/1/19,FK,3,48,Tragopogon_dubius,TRDU,1,0.25,
SEK,7/2/19,FK,1,1,ASER_Like_Woody,P49,1,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,7,oenothera_suffruticosa,,1,0.5,
SC_AD_KJB_SEK,7/2/19,FK,1,7,silver_stuff_unk3,,1,0.5,
KW,7/3/19,FK,1,8,Bare Ground,,1,1,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Vulpia_octoflora,VUOC,1,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Taraxacum_officinale,TAOF,1,0.5,
SEK,7/3/19,FK,1,12,Dung,,1,1,
SEK,7/3/19,FK,1,13,Dung,,1,2,
KJK,7/3/19,FK,1,14,Carex_durescula,CADU,1,0.25,2.5% of plot is clipped
KJK,7/3/19,FK,1,14,Artemisia_dracunculus,ARDR,1,1,2.5% of plot is clipped
KJK,7/3/19,FK,1,16,Overlap,,1,,
KJK,7/2/19,FK,2,20,Taraxacum_officinale,TAOF,1,0.25,
KW,7/2/19,FK,2,21,Moss,,1,1,
KW,7/2/19,FK,2,23,Liatris_punctata,LIPU,1,0.25,
KW,7/2/19,FK,2,23,Bare Ground,,1,2,
KJK,7/1/19,FK,2,28,ASER_Like_Woody,P49,1,0.25,2.5% of spp comp plot clipped
SEK,7/2/19,FK,2,31,Moss,,1,1,
KW_KJK,7/2/19,FK,2,33,Bare Ground,,1,2,
KJK,7/2/19,FK,2,34,Carex_durescula,CADU,1,0.25,
SEK,7/2/19,FK,2,36,Artemisia_frigida,ARFR,1,1,
KJK,7/1/19,FK,3,38,Taraxacum_officinale,TAOF,1,0.25,
KRW_KJK_SEK,7/1/19,FK,3,39,Taraxacum_officinale,TAOF,1,0.25,
KRW_KJK_SEK,7/1/19,FK,3,39,Alyssum_desertorum,ALDE,1,0.25,
KJK,7/1/19,FK,3,40,Carex_filifolia,CAFI,1,0.5,
KJK,7/1/19,FK,3,42,Bare Ground,,1,10,
KJK,7/1/19,FK,3,43,Carex_durescula,CADU,1,0.25,
KW,7/1/19,FK,3,46,Carex_filifolia,CAFI,1,0.5,
SEK,7/1/19,FK,3,48,Oenothera_suffruticosa,OESU,1,0.25,
KJK,7/1/19,FK,3,50,Taraxacum_officinale,TAOF,1,0.25,
KJK_SEK_KRW,7/1/19,FK,3,51,Carex_filifolia,CAFI,1,0.5,
KJK_SEK_KRW,7/1/19,FK,3,51,Dung,,1,2,
KRW_KJK_SEK,7/1/19,FK,3,53,Asclepias_stenophylla,ASST,1,0.25,
KJK_SEK_KRW,7/1/19,FK,3,54,Carex_durescula,CADU,1,0.25,forage quality in plot
KRW_KJK_SEK,7/1/19,FK,3,52,Taraxacum_officinale,TAOF,1,0.25,
KW,7/3/19,FK,1,18,Bouteloua_gracilis,BOGR,0.5,0.25,
KW,7/2/19,FK,2,21,Bouteloua_gracilis,BOGR,0.5,0.25,
KW,7/2/19,FK,2,26,Bouteloua_gracilis,BOGR,0.5,0.25,
KJK,7/1/19,FK,3,38,Bouteloua_gracilis,BOGR,0.5,0.25,
KW,7/1/19,FK,3,46,Bouteloua_gracilis,BOGR,0.5,0.25,
KW,7/1/19,FK,3,49,Bouteloua_gracilis,BOGR,0.5,0.25,
KRW_KJK_SEK,7/1/19,FK,3,52,Bouteloua_gracilis,BOGR,0.5,0.25,
KJK,7/2/19,FK,2,20,Bromus_tectorum,BRTE,0.5,0.25,
KJK,7/1/19,FK,3,43,Bromus_tectorum,BRTE,0.5,0.25,
KW,7/2/19,FK,2,26,Hesperostipa_comata,HECO,0.5,0.25,
KW,7/3/19,FK,1,8,Koeleria_macrantha,KOMA,0.5,0.25,
KJK_SC,7/3/19,FK,1,10,Koeleria_macrantha,KOMA,0.5,0.25,2.5% of plot was clipped
KW,7/2/19,FK,2,23,Koeleria_macrantha,KOMA,0.5,0.25,
KW,7/2/19,FK,2,26,Koeleria_macrantha,KOMA,0.5,0.25,
KJK,7/1/19,FK,3,38,Koeleria_macrantha,KOMA,0.5,0.25,
KJK,7/2/19,FK,2,20,Logfia_arvensis,LOAR,0.5,0.25,
KJK,7/1/19,FK,3,38,Logfia_arvensis,LOAR,0.5,0.25,
KJK_SEK_KRW,7/1/19,FK,3,54,Logfia_arvensis,LOAR,0.5,0.25,forage quality in plot
KJK,7/2/19,FK,2,20,Pascopyrum_smithii,PASM,0.5,0.25,
KJK,7/2/19,FK,2,22,Pascopyrum_smithii,PASM,0.5,0.25,
KJK,7/2/19,FK,2,32,Pascopyrum_smithii,PASM,0.5,0.25,
KW,7/1/19,FK,3,41,Pascopyrum_smithii,PASM,0.5,0.25,
KJK,7/1/19,FK,3,43,Pascopyrum_smithii,PASM,0.5,0.25,
KRW_KJK_SEK,7/1/19,FK,3,52,Pascopyrum_smithii,PASM,0.5,0.25,
SEK,7/2/19,FK,1,3,Poa_secunda,POSE,0.5,0.25,
KJK,7/2/19,FK,2,22,Poa_secunda,POSE,0.5,0.25,
KJK,7/2/19,FK,2,34,Poa_secunda,POSE,0.5,0.25,
KJK,7/1/19,FK,3,40,Poa_secunda,POSE,0.5,0.25,
KW,7/1/19,FK,3,41,Poa_secunda,POSE,0.5,0.25,
SEK,7/1/19,FK,3,44,Poa_secunda,POSE,0.5,0.25,
KW,7/1/19,FK,3,49,Poa_secunda,POSE,0.5,0.25,
KJK,7/1/19,FK,3,50,Poa_secunda,POSE,0.5,0.25,
KW_KJK,7/2/19,FK,1,2,Sphaeralcea_coccinea,SPCO,0.5,0.25,2.5% of spp comp plot clipped
KJK,7/3/19,FK,1,16,Sphaeralcea_coccinea,SPCO,0.5,0.25,
KJK,7/1/19,FK,2,28,Sphaeralcea_coccinea,SPCO,0.5,0.25,2.5% of spp comp plot clipped
KW,7/2/19,FK,2,29,Sphaeralcea_coccinea,SPCO,0.5,0.25,
KW_KJK,7/2/19,FK,2,33,Sphaeralcea_coccinea,SPCO,0.5,0.25,
KW,7/1/19,FK,3,37,Sphaeralcea_coccinea,SPCO,0.5,0.25,
KJK_SEK_KRW,7/1/19,FK,3,54,Sphaeralcea_coccinea,SPCO,0.5,0.25,forage quality in plot
KJK_SEK_KRW,7/1/19,FK,3,51,Tragopogon_dubius,TRDU,0.5,0.25,
KRW_KJK_SEK,7/1/19,FK,3,52,Tragopogon_dubius,TRDU,0.5,0.25,
SEK,7/2/19,FK,1,1,Carex_durescula,CADU,0.5,0.25,
KW_KJK,7/2/19,FK,1,2,Carex_filifolia,CAFI,0.5,0.25,2.5% of spp comp plot clipped
SEK,7/2/19,FK,1,3,Artemisia_frigida,ARFR,0.5,0.25,
KW_KJK,7/2/19,FK,1,4,Lygodesmia_juncea,LYJU,0.5,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,7,Moss,,0.5,0.5,
KW,7/3/19,FK,1,8,Taraxacum_officinale,TAOF,0.5,0.25,
SC_AD_KJB_SEK,7/2/19,FK,1,9,Moss,,0.5,0.5,
