entered_by,observers,date,year,site,plot,aerial_basal,estimated_total,added_total_datasheet,added_total_excel,rock,dung,moss,lichen,mushroom,litter,bare_ground,final_total,final_total_excel,BODA,BOGR,BRAR,BRTE,HECO,KOMA,PASM,SPCR,VUOC,CADU,CAFI,ARCA,ARDR,ARFR,COVI,OPPO,ALDE,ANOC,ANPA,AMPS,ASVI,COCA,HEHI,LASE,LEDE,LIPU,LIRI,LOAR,LYJU,OESU,PEES,PHHO,PLPA,SPCO,TAOF,TRDU,VIAM,POSE,basal rosette,CHPR,LIIN,ASGR,DEPI,ASPU,CRMI,DRRE,ARPU,Lygo deomia,Lygo deomia,DECA,ZIVE
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,36,basal,13,13,13.25,0,1,0,1,0,57,28,100,100.25,0,2,0.25,0,2,0,0.5,0,0.5,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0.5,0.25,0,0.25,0,0.25,0.25,1,0.25,0,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaysa_Kathryn_Bloodworth,MK,7/1/2022,2022,FK,37,aerial,35,36,36.5,0,0.25,0,0,0,64,1,100,101.75,0,0.5,3,2,12,3,3,0,0.25,0,2,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0.25,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,MK,7/1/2022,2022,FK,37,basal,19,18,18.5,0,0.25,0,0,0,79,2,100,99.75,0,0.5,0.5,0.25,8,2,2,0,0.25,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0.25,0.25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,38,aerial,34,34.5,34.25,0,0,0,0.25,0,61,5,100,100.5,0,0,0.5,0,15,3,4,0,0.25,0,8,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,1,0,0,0,0,0,0.5,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,38,basal,21,21.5,21.5,0,0,0,0.25,0,74,5,100,100.75,0,0,0.25,0,9,2,2,0,0.25,0,6,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0.5,0,0,0,0,0,0.25,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,MK,7/1/2022,2022,FK,39,aerial,45,47,46.5,0,2,0,3,0,30,20,100,101.5,0,1,1,0,8,1,0,0,0.25,0,25,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.5,0,4,0,0,0,0,0.5,2,0.5,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,MK,7/1/2022,2022,FK,39,basal,35,36,35.75,0,3,0,3,0,38,21,100,100.75,0,1,0.25,0,6,0.5,0,0,0.25,0,23,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,2,0,0,0,0,0.25,0.25,0.25,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,40,aerial,50,52,52,0.25,0,0,0,0,35,15,100,102.25,0,0,7,20,0.5,0,14,0,0.25,0,2,0,0,0,0,0,1,0.25,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0.25,3,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,40,basal,24,24,30,0.25,0,0,0,0,56,20,100,106.25,0,0,3,9,0.25,0,7,0,0.25,0,1,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0.25,0.5,0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,MK,7/1/2022,2022,FK,41,aerial,40,40,40.5,0,1,0,0.25,0,39,20,100,100.75,0,1,1,0,4,4,2,0.25,0.25,0,22,0,0.25,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,2,0,0,0,0,0.5,1,0.25,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,MK,7/1/2022,2022,FK,41,basal,30,29,29.5,0,1,0,0.25,0,47,22,100,99.75,0,0.5,0.25,0,3,3,1,0.25,0.25,0,18,0,0.25,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Bloodworth,KJK,7/1/2022,2022,FK,42,aerial,45,45,46,0,1,0,0.25,0,40,14,100,101.25,0,0,4,0.5,4,4,1,1,0.25,0,23,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,3,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Bloodworth,KJK,7/1/2022,2022,FK,42,basal,30,30,30.25,0,2,0,0.25,0,52,16,100,100.5,0,0,1,0.25,2,3,0.5,0.25,0.25,0,19,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,0,0,0,0,0.5,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Bloodworth,KJK,7/1/2022,2022,FK,43,aerial,45,47,47.25,0,0,0,0,0,40,15,100,102.25,0,1,1,3,6,0,4,0,0.25,0,20,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,7,0,0,0,0,0.25,3,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Bloodworth,KJK,7/1/2022,2022,FK,43,basal,30,30,30.25,0,0,0,0,0,52,18,100,100.25,0,0.5,0.25,0.5,4,0,2,0,0.25,0,17,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,4,0,0,0,0,0.25,0.25,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,44,aerial,35,35,35,0,0.5,0,0,0,62,2,100,99.5,0,1,3,9,7,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,3,0,0,0,0,0.25,1,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,44,basal,15,14.5,14.5,0,0.5,0,0,0,83,2,100,100,0,0.5,1,3,4,0,2,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0.25,0.25,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Bloodworth,KJK,7/1/2022,2022,FK,45,aerial,45,47,47.25,0,4,0,0,0,48,3,100,102.25,0,1,0.5,28,7,0,3,0,0.25,0,2,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Bloodworth,KJK,7/1/2022,2022,FK,45,basal,20,19,19.25,0,5,0,0,0,71,4,100,99.25,0,0.5,0.25,8,5,0,2,0,0.25,0,1,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,46,aerial,32,32,31.75,0,0.5,0,0.5,0,59,8,100,99.75,0,0.5,1,1,10,0.5,3,0,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,0,0,0,0,0.25,2,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,46,basal,16,16,16.25,0,0.5,0,0.5,0,74,9,100,100.25,0,0.25,0.5,0.5,6,0.25,1,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0.25,0.25,0.5,0.25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Bloodworth,KJK,7/1/2022,2022,FK,47,aerial,35,38,38,0,0.5,0,0,0,45,20,100,103.5,0,1,4,0.25,1,0,6,0,0.25,0,12,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,5,0,0.5,0,0,0.25,0.5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathryn Bloodworth,KJK,7/1/2022,2022,FK,47,basal,25,24,24,0,1,0,0,0,52,22,100,99,0,0.5,0.5,0.25,0.5,0,4,0,0.25,0,9,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,3,0,0.25,0,0,0.25,0.25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,48,aerial,41,42,42.25,0,3,0,0,0,54,2,100,101.25,0,1,14,1,12,0,0,0,0.25,0,6,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,0,0.5,0,0,0.25,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,48,basal,21,21,21.25,0,3,0,0,0,74,2,100,100.25,0,0.5,6,0.25,7,0,0,0,0.25,0,4,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0.25,0,0,0.25,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KJK,6/30/2022,2022,FK,49,aerial,40,40,39.75,0,3,0,0,0,30,27,100,99.75,0,0.5,3,0.5,1,6,2,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,5,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KJK,6/30/2022,2022,FK,49,basal,25,24,23.75,0,3,0,0,0,42,30,100,98.75,0,0.5,0.25,0.25,0.5,4,1,0,0.25,0,14,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,50,aerial,27,27,26.75,0,4,0,0,0,44,25,100,99.75,0,2,3,0.25,7,0.5,2,0,0.25,0,3,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,3,0,0,0,0,0,0.5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,50,basal,12,12,13.5,0,4,0,0,0,57,27,100,101.5,0,1,1,0.25,4,0.25,1,0,0.25,0,2,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0.25,0.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KJK,6/30/2022,2022,FK,51,aerial,40,40,39.75,0,0.25,0,0.25,0,40,20,100,100.25,0,1,9,0,5,2,8,0,0.25,1,3,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,5,0,0,0,0,0.25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KJK,6/30/2022,2022,FK,51,basal,20,19,19.5,0,0.5,0,0.25,0,55,25,100,100.25,0,0.5,2,0,3,1,4,0,0.25,0.25,2,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,3,0,0,0,0,0.25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,52,aerial,27,27,27,0,0.5,0,0.25,0,47,25,100,99.75,0,0.5,2,0.25,6,5,2,0,0.25,1,5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0.25,0,1,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,52,basal,14,14,14,0,0.5,0,0.25,0,58,27,100,99.75,0,0.25,0.5,0.25,3,3,1,0,0.25,0.25,3,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0.25,0,0.25,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KJK,6/30/2022,2022,FK,53,aerial,20,20,20.25,0,0.25,0,0,0,55,25,100,100.5,0,2,0,0,2,5,3,0,0,1,4,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KJK,6/30/2022,2022,FK,53,basal,15,14,14.25,0,0.5,0,0,0,58,27,100,99.75,0,2,0,0,1,4,2,0,0,0.25,3,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0.25,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,54,aerial,28,28,28.25,0,2,0,0.25,0,35,35,100,100.5,0,1,0.5,0,4,6,2,0,0.25,0.5,5,0,0,2,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.5,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaysa_Kathryn_Bloodworth,KW,n/a,2022,FK,54,basal,15,15,17.75,0,2,0,0.25,0,45,38,100,103,0,0.5,0.25,0,2,5,1,0,0.25,0.25,4,0,0,1,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.25,1,0,0,0,0,0.5,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
