"","Site","DxG_block","paddock","genus_species","species_code","Date","Season","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","percent_green","lifespan","growth_form","photosynthetic_pathway","leaf_thickness_.mm.","wet_leaf_weight_g","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Leaf_Area"
"169","TB",2,"HG","Eremogone_hookeri","ERHO","5/26/22","Early",2.8,10,59,0,95,"perennial","forb","C3",0.048,"0.002","0.0527","0.0007",0.096
"170","TB",3,"LG","Eremogone_hookeri","ERHO","5/26/22","Early",3.9,5,21,4,90,"perennial","forb","C3",0.052,"0.0038","0.0179","0.0011",0.161
"171","TB",3,"MG","Eremogone_hookeri","ERHO","5/26/22","Early",1.7,5,23,0,95,"perennial","forb","C3",0.052,"0.0037","0.0186","0.0009",0.122
"172","TB",3,"HG","Eremogone_hookeri","ERHO","5/26/22","Early",2.5,5,17,0,100,"perennial","forb","C3",0.047,"0.0039","0.0193","0.0008",0.176
"173","TB",1,"LG","Erigeron_pumilus","ERPU","5/24/22","Early",5.9,1,13,0,100,"perennial","forb","C3",0.053,"0.0094","0.0766","0.002",0.279
"174","TB",1,"MG","Erigeron_pumilus","ERPU","5/25/22","Early",4.5,5,7,0,100,"perennial","forb","C3",0.034,"0.0108","0.0359","0.0021",0.306
"175","TB",1,"HG","Erigeron_pumilus","ERPU","5/25/22","Early",7.1,1,17,0,100,"perennial","forb","C3",0.036,"0.0183","0.0583","0.0032",0.513
"176","TB",2,"LG","Erigeron_pumilus","ERPU","5/26/22","Early",4.8,23,63,0,97,"perennial","forb","C3",0.045,"0.0204","0.2792","0.0047",0.688
"177","TB",2,"MG","Erigeron_pumilus","ERPU","5/26/22","Early",8.5,3,30,0,98,"perennial","forb","C3",0.029,"0.0084","0.2358","0.0023",0.403
"178","TB",2,"HG","Erigeron_pumilus","ERPU","5/26/22","Early",7.6,1,13,0,100,"perennial","forb","C3",0.038,"0.0153","0.0325","0.0034",0.521
"179","TB",3,"LG","Erigeron_pumilus","ERPU","5/26/22","Early",6.2,2,44,0,97,"perennial","forb","C3",0.044,"0.0059","0.2558","0.0013",0.256
"180","TB",3,"MG","Erigeron_pumilus","ERPU","5/26/22","Early",6.7,22,139,7,98,"perennial","forb","C3",0.045,"0.0132","0.9682","0.0034",0.475
"181","TB",3,"HG","Erigeron_pumilus","ERPU","5/26/22","Early",5.1,5,48,0,98,"perennial","forb","C3",0.046,"0.0139","0.1151","0.002",0.568
"182","TB",1,"LG","Gutierrezia_sarothrae","GUSA","6/28/22","Late",15,2,15,0,95,"perennial","forb","C3",0.041,"0.0053","0.051","0.0018",NA
"183","TB",1,"MG","Gutierrezia_sarothrae","GUSA","6/28/22","Late",20.2,15,36,1,80,"perennial","forb","C3",0.038,"0.0062","0.095","0.0016",NA
"184","TB",1,"HG","Gutierrezia_sarothrae","GUSA","6/28/22","Late",11.1,8,23,2,99,"perennial","forb","C3",0.048,"0.0079","0.125","0.0019",NA
"185","TB",2,"LG","Gutierrezia_sarothrae","GUSA","6/29/22","Late",10.7,4,25,1,90,"perennial","forb","C3",0.041,"0.0061","0.1258","0.0018",NA
"186","TB",2,"MG","Gutierrezia_sarothrae","GUSA","6/29/22","Late",11.4,8,23,2,99,"perennial","forb","C3",0.044,"0.006","0.0908","0.0013",NA
"187","TB",2,"HG","Gutierrezia_sarothrae","GUSA","6/29/22","Late",11.3,2,22,0,95,"perennial","forb","C3",0.044,"0.0072","0.0638","0.0016",NA
"188","TB",3,"LG","Gutierrezia_sarothrae","GUSA","6/29/22","Late",13.4,2,18,9,95,"perennial","forb","C3",0.04,"0.0088","0.0963","0.0013",NA
"189","TB",3,"MG","Gutierrezia_sarothrae","GUSA","6/29/22","Late",18.1,4,22,1,97,"perennial","forb","C3",0.047,"0.0058","0.0591","0.0002",NA
"190","TB",3,"HG","Gutierrezia_sarothrae","GUSA","6/29/22","Late",10.2,9,31,4,95,"perennial","forb","C3",NA,"","0.1602","0.0011",NA
"191","TB",1,"LG","Hesperostipa_comata","HECO","5/24/22","Early",11.1,1,1,0,97,"perennial","graminoid","C3",0.032,"0.008","0.0057","0.0035",0.302
"192","TB",1,"MG","Hesperostipa_comata","HECO","5/25/22","Early",13,1,1,0,97,"perennial","graminoid","C3",0.037,"0.0382","0.0091","0.018",1.1
"193","TB",1,"HG","Hesperostipa_comata","HECO","5/25/22","Early",21.4,1,3,0,80,"perennial","graminoid","C3",0.02,"0.0123","0.0194","0.0044",0.604
"194","TB",2,"LG","Hesperostipa_comata","HECO","5/26/22","Early",19.8,1,1,1,90,"perennial","graminoid","C3",0.026,"0.0201","0.0356","0.0072",0.732
"195","TB",2,"MG","Hesperostipa_comata","HECO","5/26/22","Early",16.2,1,2,0,99,"perennial","graminoid","C3",0.036,"0.0499","0.0344","0.0193",2.471
"196","TB",2,"HG","Hesperostipa_comata","HECO","5/26/22","Early",18.8,1,3,0,98,"perennial","graminoid","C3",0.036,"0.0253","0.0577","0.0089",1.422
"197","TB",3,"LG","Hesperostipa_comata","HECO","5/26/22","Early",10.1,0,4,0,95,"perennial","graminoid","C3",0.031,"0.0253","0.0171","0.0063",1.243
"198","TB",3,"MG","Hesperostipa_comata","HECO","5/26/22","Early",21.1,0,2,0,98,"perennial","graminoid","C3",0.044,"0.0364","0.0158","0.0148",1.136
"199","TB",3,"HG","Hesperostipa_comata","HECO","5/26/22","Early",7.6,0,3,0,85,"perennial","graminoid","C3",0.028,"0.0172","0.0102","0.0044",1.046
"200","TB",1,"LG","Hedeoma_hispida","HEHI","5/24/22","Early",5.2,8,33,2,95,"annual","forb","C3",0.055,"0.002",NA,NA,0.077
"201","TB",1,"MG","Hedeoma_hispida","HEHI","5/25/22","Early",10.1,4,18,0,98,"annual","forb","C3",0.037,"0.0093",NA,NA,0.347
"202","TB",1,"HG","Hedeoma_hispida","HEHI","5/25/22","Early",3.7,4,9,2,95,"annual","forb","C3",0.036,"0.0036",NA,NA,0.112
"203","TB",2,"LG","Hedeoma_hispida","HEHI","5/26/22","Early",4.4,10,34,3,97,"annual","forb","C3",0.034,"0.0036",NA,NA,0.124
"204","TB",2,"MG","Hedeoma_hispida","HEHI","5/26/22","Early",2.3,4,10,0,100,"annual","forb","C3",0.057,"0.0053",NA,NA,0.161
"205","TB",2,"HG","Hedeoma_hispida","HEHI","5/26/22","Early",4.5,5,24,0,95,"annual","forb","C3",0.056,"0.0116",NA,NA,0.388
"206","TB",3,"LG","Hedeoma_hispida","HEHI","5/26/22","Early",5.1,3,16,0,97,"annual","forb","C3",0.043,"0.0057",NA,NA,0.195
"207","TB",3,"MG","Hedeoma_hispida","HEHI","5/26/22","Early",4.2,8,19,2,95,"annual","forb","C3",0.049,"0.0123",NA,NA,0.417
"208","TB",3,"HG","Hedeoma_hispida","HEHI","5/26/22","Early",3.1,6,12,0,95,"annual","forb","C3",0.043,"0.0034",NA,NA,0.125
"209","TB",1,"LG","Koeleria_macrantha","KOMA","5/25/22","Early",12.5,1,1,0,100,"perennial","graminoid","C3",0.036,"0.0165","0.0059","0.0053",0.584
"210","TB",1,"MG","Koeleria_macrantha","KOMA","5/25/22","Early",7.8,1,2,0,100,"perennial","graminoid","C3",0.031,"0.0258","0.0128","0.0098",1.005
"211","TB",1,"HG","Koeleria_macrantha","KOMA","5/25/22","Early",17.4,1,2,0,45,"perennial","graminoid","C3",0.032,"0.0245","0.0137","0.0079",1.049
"212","TB",2,"LG","Koeleria_macrantha","KOMA","5/26/22","Early",5.5,1,2,0,70,"perennial","graminoid","C3",0.04,"0.016","0.0118","0.0061",0.697
"213","TB",2,"MG","Koeleria_macrantha","KOMA","5/26/22","Early",18.1,1,2,2,70,"perennial","graminoid","C3",0.04,"0.0361","0.0228","0.0103",1.64
"214","TB",2,"HG","Koeleria_macrantha","KOMA","5/26/22","Early",6.3,1,1,0,99,"perennial","graminoid","C3",0.038,"0.0251","0.0063","0.008",1.08
"215","TB",3,"LG","Koeleria_macrantha","KOMA","5/26/22","Early",9.4,1,3,0,99,"perennial","graminoid","C3",0.035,"0.009","0.0073","0.0032",0.44
"216","TB",3,"MG","Koeleria_macrantha","KOMA","5/26/22","Early",5.7,1,2,0,98,"perennial","graminoid","C3",0.038,"0.0102","0.0056","0.0033",0.605
"217","TB",3,"HG","Koeleria_macrantha","KOMA","5/26/22","Early",6,1,2,1,75,"perennial","graminoid","C3",0.029,"0.0175","0.0127","0.0049",1.008
"218","TB",1,"LG","Lepidium_densiflorum","LEDE","5/25/22","Early",10.3,8,13,0,99,"annual","forb","C3",0.039,"0.0011","0.0485","1e-05",0.063
"219","TB",1,"MG","Lepidium_densiflorum","LEDE","5/25/22","Early",5.1,0,10,0,95,"annual","forb","C3",0.037,"0.0024","0.0109","0.0003",0.088
"220","TB",1,"HG","Lepidium_densiflorum","LEDE","5/25/22","Early",13.7,9,25,0,100,"annual","forb","C3",0.032,"0.004","0.0744","0.0006",0.182
"221","TB",2,"LG","Lepidium_densiflorum","LEDE","5/26/22","Early",14.1,4,31,0,98,"annual","forb","C3",0.032,"0.0066","0.1338","0.0014",0.289
"222","TB",2,"MG","Lepidium_densiflorum","LEDE","5/26/22","Early",6,4,14,0,98,"annual","forb","C3",0.049,"0.0104","0.0252","0.0015",0.263
"223","TB",2,"HG","Lepidium_densiflorum","LEDE","5/26/22","Early",1.8,0,8,0,95,"annual","forb","C3",0.03,"0.0007","0.0075","1e-05",0.046
"224","TB",3,"LG","Lepidium_densiflorum","LEDE","5/26/22","Early",NA,NA,NA,NA,NA,"annual","forb","C3",NA,"",NA,NA,NA
"225","TB",3,"MG","Lepidium_densiflorum","LEDE","5/26/22","Early",NA,NA,NA,NA,NA,"annual","forb","C3",NA,"",NA,NA,NA
"226","TB",3,"HG","Lepidium_densiflorum","LEDE","5/26/22","Early",NA,NA,NA,NA,NA,"annual","forb","C3",NA,"",NA,NA,NA
"227","TB",1,"LG","Lithospermum_incisum","LIIN","5/25/22","Early",4.3,25,18,2,95,"perennial","forb","C3",0.063,"0.0225","0.1334","0.0027",0.633
"228","TB",1,"MG","Lithospermum_incisum","LIIN","5/25/22","Early",7.2,16,36,0,80,"perennial","forb","C3",0.045,"0.0181","0.2066","0.0029",0.62
"229","TB",1,"HG","Lithospermum_incisum","LIIN","5/25/22","Early",7.1,3,42,0,90,"perennial","forb","C3",0.042,"0.0241","0.3021","0.0044",0.678
"230","TB",2,"LG","Lithospermum_incisum","LIIN","5/26/22","Early",5.5,9,20,0,90,"perennial","forb","C3",0.062,"0.0222","0.1105","0.0046",0.619
"231","TB",2,"MG","Lithospermum_incisum","LIIN","5/26/22","Early",3,2,3,2,75,"perennial","forb","C3",0.045,"0.0022","0.0043","0.0001",0.137
"232","TB",2,"HG","Lithospermum_incisum","LIIN","5/26/22","Early",6.8,2,12,0,98,"perennial","forb","C3",0.025,"0.0101","0.0409","0.0019",0.346
"233","TB",3,"LG","Lithospermum_incisum","LIIN","5/26/22","Early",9.9,3,23,0,85,"perennial","forb","C3",0.03,"0.0124","0.0713","0.0025",0.497
"234","TB",3,"MG","Lithospermum_incisum","LIIN","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"235","TB",3,"HG","Lithospermum_incisum","LIIN","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"236","TB",1,"LG","Logfia_arvensis","LOAR","5/25/22","Early",3.9,2,30,7,95,"annual","forb","C3",0.03,"0.0015","0.0149","1e-05",0.114
"237","TB",1,"MG","Logfia_arvensis","LOAR","5/25/22","Early",7.9,5,38,2,97,"annual","forb","C3",0.035,"0.0441","0.042","1e-05",0.276
"238","TB",1,"HG","Logfia_arvensis","LOAR","5/25/22","Early",5.3,6,28,3,97,"annual","forb","C3",0.037,"0.0049","0.0297","0.0007",0.325
"239","TB",2,"LG","Logfia_arvensis","LOAR","5/26/22","Early",3,7,24,0,95,"annual","forb","C3",0.04,"0.0056","0.0261","0.001",0.327
"240","TB",2,"MG","Logfia_arvensis","LOAR","5/26/22","Early",6.9,6,53,0,99,"annual","forb","C3",0.053,"0.0069","0.0884","0.0005",0.382
"241","TB",2,"HG","Logfia_arvensis","LOAR","5/26/22","Early",3.1,3,13,0,100,"annual","forb","C3",0.03,"0.006","0.0229","0.0012",0.311
"242","TB",3,"LG","Logfia_arvensis","LOAR","5/26/22","Early",2.3,0,21,0,99,"annual","forb","C3",0.033,"0.0009","0.0051","1e-05",0.064
"243","TB",3,"MG","Logfia_arvensis","LOAR","5/26/22","Early",5.7,0,32,0,100,"annual","forb","C3",0.045,"0.0041","0.0355","0.0005",0.287
"244","TB",3,"HG","Logfia_arvensis","LOAR","5/26/22","Early",13.8,1,48,0,99,"annual","forb","C3",0.033,"0.0036","0.1096","0.0016",0.236
"245","TB",1,"LG","Lomatium_foeniculaceum","LOFO","5/25/22","Early",1.9,1,4,0,99,"perennial","forb","C3",0.061,"0.0229","0.0158","0.0057",0.639
"246","TB",1,"MG","Lomatium_foeniculaceum","LOFO","5/25/22","Early",5.6,5,7,0,97,"perennial","forb","C3",0.036,"0.0053","0.38","0.0015",0.274
"247","TB",1,"HG","Lomatium_foeniculaceum","LOFO","5/25/22","Early",5.8,13,0,0,100,"perennial","forb","C3",0.032,"0.0116","0.0555","0.0016",0.439
"248","TB",2,"LG","Lomatium_foeniculaceum","LOFO","5/26/22","Early",2.6,1,4,0,97,"perennial","forb","C3",0.067,"0.0267","0.1123","0.0063",0.68
"249","TB",2,"MG","Lomatium_foeniculaceum","LOFO","5/26/22","Early",3.3,10,7,3,97,"perennial","forb","C3",0.047,"0.0752","0.2293","0.0164",2.493
"250","TB",2,"HG","Lomatium_foeniculaceum","LOFO","5/26/22","Early",2.3,0,6,0,98,"perennial","forb","C3",0.057,"0.025","0.0682",NA,0.838
"251","TB",3,"LG","Lomatium_foeniculaceum","LOFO","5/26/22","Early",4.4,0,5,0,100,"perennial","forb","C3",0.05,"0.035","0.0354","0.0085",1.48
"252","TB",3,"MG","Lomatium_foeniculaceum","LOFO","5/26/22","Early",6.2,0,58,0,98,"perennial","forb","C3",0.042,"0.1402","0.0734","0.03",4.275
"253","TB",3,"HG","Lomatium_foeniculaceum","LOFO","5/26/22","Early",4.8,0,47,0,99,"perennial","forb","C3",0.032,"0.051","0.252","0.0094",1.939
"254","TB",1,"LG","Musineon_divaricatum","MUDI","5/25/22","Early",6.8,0,7,0,100,"perennial","forb","C3",0.063,"0.0278","0.0499","0.0043",0.686
"255","TB",1,"MG","Musineon_divaricatum","MUDI","5/25/22","Early",1.5,0,7,0,100,"perennial","forb","C3",0.057,"0.0192","0.0363","0.0045",0.506
"256","TB",1,"HG","Musineon_divaricatum","MUDI","5/25/22","Early",2.7,0,7,0,85,"perennial","forb","C3",0.037,"0.0272","0.0466","0.0045",0.831
"257","TB",2,"LG","Musineon_divaricatum","MUDI","5/26/22","Early",5.2,0,2,0,100,"perennial","forb","C3",0.039,"0.0213","0.043",NA,0.62
"258","TB",2,"MG","Musineon_divaricatum","MUDI","5/26/22","Early",2,0,14,0,99,"perennial","forb","C3",0.045,"0.0312","0.0612","0.0054",0.833
"259","TB",2,"HG","Musineon_divaricatum","MUDI","5/26/22","Early",5.2,2,13,0,97,"perennial","forb","C3",0.03,"0.0414","0.2874","0.0088",1.687
"260","TB",2,"HG","Musineon_divaricatum","MUDI","5/26/22","Early",5.2,2,13,0,97,"perennial","forb","C3",0.03,"0.0414","0.2874","0.0084",1.687
"261","TB",2,"HG","Musineon_divaricatum","MUDI","5/26/22","Early",5.2,2,13,0,97,"perennial","forb","C3",0.03,"0.0414","0.2869","0.0088",1.687
"262","TB",2,"HG","Musineon_divaricatum","MUDI","5/26/22","Early",5.2,2,13,0,97,"perennial","forb","C3",0.03,"0.0414","0.2869","0.0084",1.687
"263","TB",3,"LG","Musineon_divaricatum","MUDI","5/26/22","Early",7.3,1,14,0,100,"perennial","forb","C3",NA,"",NA,NA,NA
"264","TB",3,"MG","Musineon_divaricatum","MUDI","5/26/22","Early",9.6,0,53,0,99,"perennial","forb","C3",0.035,"0.1033","0.5978","0.0227",3.99
"265","TB",3,"HG","Musineon_divaricatum","MUDI","5/26/22","Early",5.9,1,75,0,98,"perennial","forb","C3",0.023,"0.0379","0.3398","0.0079",1.68
"266","TB",1,"LG","Nassella_viridula","NAVI","5/25/22","Early",24,1,2,0,70,"perennial","graminoid","C3",0.039,"0.0651","0.0393","0.0214",2.536
"267","TB",1,"MG","Nassella_viridula","NAVI","5/25/22","Early",29.2,1,2,0,85,"perennial","graminoid","C3",0.025,"0.0715","0.0373","0.026",3
"268","TB",1,"HG","Nassella_viridula","NAVI","5/25/22","Early",28.1,1,3,0,60,"perennial","graminoid","C3",0.021,"0.0711","0.1435","0.0266",3.014
"269","TB",2,"LG","Nassella_viridula","NAVI","5/26/22","Early",22,1,3,0,85,"perennial","graminoid","C3",0.023,"0.087","0.0497","0.0319",3.669
"270","TB",2,"MG","Nassella_viridula","NAVI","5/26/22","Early",23.1,1,3,1,80,"perennial","graminoid","C3",0.022,"0.062","0.1259","0.0206",NA
"271","TB",2,"HG","Nassella_viridula","NAVI","5/26/22","Early",19.6,1,2,0,85,"perennial","graminoid","C3",0.025,"0.0395","0.0266","0.0142",2.374
"272","TB",2,"HG","Nassella_viridula","NAVI","5/26/22","Early",19.6,1,2,0,85,"perennial","graminoid","C3",0.025,"0.0395","0.0266","0.0136",2.374
"273","TB",2,"HG","Nassella_viridula","NAVI","5/26/22","Early",19.6,1,2,0,85,"perennial","graminoid","C3",0.025,"0.0395","0.0272","0.0142",2.374
"274","TB",2,"HG","Nassella_viridula","NAVI","5/26/22","Early",19.6,1,2,0,85,"perennial","graminoid","C3",0.025,"0.0395","0.0272","0.0136",2.374
"275","TB",3,"LG","Nassella_viridula","NAVI","5/26/22","Early",28.7,1,2,0,80,"perennial","graminoid","C3",0.024,"0.0945","0.0652","0.0359",5.666
"276","TB",3,"MG","Nassella_viridula","NAVI","5/26/22","Early",20.5,1,2,0,65,"perennial","graminoid","C3",0.025,"0.0705","0.0429","0.03",4.695
"277","TB",3,"HG","Nassella_viridula","NAVI","5/26/22","Early",21.4,1,1,1,60,"perennial","graminoid","C3",0.022,"0.0745","0.0399","0.0215",3.51
"278","TB",1,"LG","Nothocalais_cuspidate","NOCU","5/25/22","Early",9.1,0,21,3,87,"perennial","forb","C3",0.054,"0.1993","0.7885","0.0322",5.598
"279","TB",1,"MG","Nothocalais_cuspidate","NOCU","5/25/22","Early",8.1,1,18,1,85,"perennial","forb","C3",0.054,"0.4226","0.681","0.0608",9.054
"280","TB",1,"HG","Nothocalais_cuspidate","NOCU","5/25/22","Early",11,3,10,0,90,"perennial","forb","C3",0.038,"0.3936","0.6153","0.0653",9.739
"281","TB",2,"LG","Nothocalais_cuspidate","NOCU","5/26/22","Early",13.4,14,12,0,80,"perennial","forb","C3",0.045,"0.2382","0.452","0.0341",6.327
"282","TB",2,"MG","Nothocalais_cuspidate","NOCU","5/26/22","Early",7.4,0,8,0,98,"perennial","forb","C3",0.069,"0.3407","0.1994","0.0495",7.87
"283","TB",2,"HG","Nothocalais_cuspidate","NOCU","5/26/22","Early",6.5,0,8,0,80,"perennial","forb","C3",0.076,"0.1885","0.1769","0.0255",4.776
"284","TB",2,"HG","Nothocalais_cuspidate","NOCU","5/26/22","Early",6.5,0,8,0,80,"perennial","forb","C3",0.076,"0.1885","0.1769","0.0245",4.776
"285","TB",2,"HG","Nothocalais_cuspidate","NOCU","5/26/22","Early",6.5,0,8,0,80,"perennial","forb","C3",0.076,"0.1885","0.1742","0.0255",4.776
"286","TB",2,"HG","Nothocalais_cuspidate","NOCU","5/26/22","Early",6.5,0,8,0,80,"perennial","forb","C3",0.076,"0.1885","0.1742","0.0245",4.776
"287","TB",3,"LG","Nothocalais_cuspidate","NOCU","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"288","TB",3,"MG","Nothocalais_cuspidate","NOCU","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"289","TB",3,"HG","Nothocalais_cuspidate","NOCU","5/26/22","Early",10.8,0,5,0,98,"perennial","forb","C3",0.037,"0.2784","0.2694","0.0421",11.75
"290","TB",1,"LG","Oenothera_suffrtescuns","OESU","5/25/22","Early",5.5,15,27,0,100,"perennial","forb","C3",0.038,"0.0076","0.0892","0.0033",0.293
"291","TB",1,"MG","Oenothera_suffrtescuns","OESU","5/25/22","Early",6,3,41,0,100,"perennial","forb","C3",0.028,"0.0068","0.1051","0.0018",0.308
"292","TB",1,"HG","Oenothera_suffrtescuns","OESU","5/25/22","Early",5.6,10,28,2,95,"perennial","forb","C3",0.034,"0.0086","0.0502","0.003",0.341
"293","TB",2,"LG","Oenothera_suffrtescuns","OESU","5/26/22","Early",5.6,3,20,0,95,"perennial","forb","C3",0.04,"0.0044","0.0386","0.0008",0.188
"294","TB",2,"MG","Oenothera_suffrtescuns","OESU","5/26/22","Early",7.8,8,19,0,98,"perennial","forb","C3",0.026,"0.0108","0.0832","0.0026",0.426
"295","TB",2,"HG","Oenothera_suffrtescuns","OESU","5/26/22","Early",6.5,0,33,0,98,"perennial","forb","C3",0.039,"0.0082","0.0972","0.0023",0.375
"296","TB",3,"LG","Oenothera_suffrtescuns","OESU","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"297","TB",3,"MG","Oenothera_suffrtescuns","OESU","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"298","TB",3,"HG","Oenothera_suffrtescuns","OESU","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"299","TB",1,"LG","Oonipsis_multicaulis","OOMU","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"300","TB",1,"MG","Oonipsis_multicaulis","OOMU","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"301","TB",1,"HG","Oonipsis_multicaulis","OOMU","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"302","TB",2,"LG","Oonipsis_multicaulis","OOMU","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"303","TB",2,"MG","Oonipsis_multicaulis","OOMU","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"304","TB",2,"HG","Oonipsis_multicaulis","OOMU","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"305","TB",3,"LG","Oonipsis_multicaulis","OOMU","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"306","TB",3,"MG","Oonipsis_multicaulis","OOMU","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"307","TB",3,"HG","Oonipsis_multicaulis","OOMU","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"308","TB",1,"LG","Pascopyrum_smithii","PASM","5/25/22","Early",17.4,1,2,2,55,"perennial","graminoid","C3",0.037,"0.0628","0.0264","0.0216",2.126
"309","TB",1,"MG","Pascopyrum_smithii","PASM","5/25/22","Early",15.9,1,2,2,85,"perennial","graminoid","C3",0.035,"0.0701","0.0433","0.0248",2.135
"310","TB",1,"HG","Pascopyrum_smithii","PASM","5/25/22","Early",14.3,1,2,0,98,"perennial","graminoid","C3",0.033,"0.0364","0.0233","0.0108",1.261
"311","TB",2,"LG","Pascopyrum_smithii","PASM","5/26/22","Early",14.6,1,3,0,95,"perennial","graminoid","C3",0.036,"0.848","0.0696","0.0317",2.922
"312","TB",2,"MG","Pascopyrum_smithii","PASM","5/26/22","Early",19,1,3,2,85,"perennial","graminoid","C3",0.04,"0.1494","0.1193","0.0477",NA
"313","TB",2,"HG","Pascopyrum_smithii","PASM","5/26/22","Early",11.8,1,2,0,98,"perennial","graminoid","C3",0.035,"0.0616","0.0359","0.0205",2.558
"314","TB",3,"LG","Pascopyrum_smithii","PASM","5/26/22","Early",16.4,1,3,0,80,"perennial","graminoid","C3",0.032,"0.0749","0.0042","0.0236",3.111
"315","TB",3,"MG","Pascopyrum_smithii","PASM","5/26/22","Early",11.6,1,2,0,95,"perennial","graminoid","C3",0.029,"0.0679","0.0422","0.0229",NA
"316","TB",3,"HG","Pascopyrum_smithii","PASM","5/26/22","Early",15.6,1,3,1,85,"perennial","graminoid","C3",0.035,"0.0864","0.1311","0.0289",NA
"317","TB",1,"LG","Phlox_hoodia","PHHO","5/25/22","Early",1.8,7,35,8,85,"perennial","forb","C3",0.048,"0.0019","0.0403",NA,0.064
"318","TB",1,"MG","Phlox_hoodia","PHHO","5/25/22","Early",5.4,5,69,0,95,"perennial","forb","C3",0.059,"0.0032","0.0444","1e-05",0.11
"319","TB",1,"HG","Phlox_hoodia","PHHO","5/25/22","Early",2.6,6,21,3,97,"perennial","forb","C3",0.032,"0.0013","0.0094","1e-05",0.053
"320","TB",2,"LG","Phlox_hoodia","PHHO","5/26/22","Early",2.8,11,37,0,100,"perennial","forb","C3",0.028,"0.0016","0.0137","0.0002",0.044
"321","TB",2,"MG","Phlox_hoodia","PHHO","5/26/22","Early",2.5,6,49,0,90,"perennial","forb","C3",0.029,"<0.0001","0.0121",NA,0.019
"322","TB",2,"HG","Phlox_hoodia","PHHO","5/26/22","Early",3.1,10,82,0,80,"perennial","forb","C3",0.035,"0.0006","0.0369","1e-05",0.022
"323","TB",3,"LG","Phlox_hoodia","PHHO","5/26/22","Early",2.7,3,94,0,99,"perennial","forb","C3",0.046,"0.0008","0.0499","1e-05",0.032
"324","TB",3,"MG","Phlox_hoodia","PHHO","5/26/22","Early",3.4,11,125,0,90,"perennial","forb","C3",0.037,"0.0007","0.0518","1e-05",0.039
"325","TB",3,"HG","Phlox_hoodia","PHHO","5/26/22","Early",1.7,2,134,0,99,"perennial","forb","C3",0.038,"0.0008","0.1448","1e-05",0.03
"326","TB",1,"LG","Picradeniopsis_oppositifolia","PIOP","5/25/22","Early",9.9,1,8,0,95,"perennial","woody","C3",0.062,"0.0791","0.1452","0.0148",1.67
"327","TB",1,"MG","Picradeniopsis_oppositifolia","PIOP","5/25/22","Early",8.7,1,4,0,100,"perennial","woody","C3",0.07,"0.978","0.0721","0.0166",1.928
"328","TB",1,"HG","Picradeniopsis_oppositifolia","PIOP","5/25/22","Early",9.1,0,11,0,100,"perennial","woody","C3",0.057,"0.01","0.0341","0.0022",0.451
"329","TB",2,"LG","Picradeniopsis_oppositifolia","PIOP","5/26/22","Early",4.1,6,16,0,95,"perennial","woody","C3",0.056,"0.022","0.03","0.0037",0.561
"330","TB",2,"MG","Picradeniopsis_oppositifolia","PIOP","5/26/22","Early",5.5,3,10,0,100,"perennial","woody","C3",0.037,"0.0042","0.0096","0.0009",0.281
"331","TB",2,"HG","Picradeniopsis_oppositifolia","PIOP","5/26/22","Early",7,3,5,0,98,"perennial","woody","C3",0.082,"0.097","0.0463","0.0169",1.925
"332","TB",3,"LG","Picradeniopsis_oppositifolia","PIOP","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","woody","C3",0.042,"0.0419","0.0849","0.0088",1.974
"333","TB",3,"MG","Picradeniopsis_oppositifolia","PIOP","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","woody","C3",NA,"",NA,NA,NA
"334","TB",3,"HG","Picradeniopsis_oppositifolia","PIOP","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","woody","C3",NA,"",NA,NA,NA
