"","Site","DxG_block","paddock","genus_species","species_code","Date","Season","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","percent_green","lifespan","growth_form","photosynthetic_pathway","leaf_thickness_.mm.","wet_leaf_weight_g","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Leaf_Area"
"168","FK",2,"MG","Hesperostipa_comata","HECO","5/31/22","Early",17,1,2,0,99,"perennial","graminoid","C3",0.028,"0.0322","0.0162","0.0119",1.723
"169","FK",2,"HG","Hesperostipa_comata","HECO","5/31/22","Early",20.2,1,1,0,80,"perennial","graminoid","C3",0.04,"0.0261","0.0173","0.0094",1.42
"170","FK",3,"LG","Hesperostipa_comata","HECO","5/31/22","Early",13.3,1,2,0,95,"perennial","graminoid","C3",0.035,"0.0449","0.0295","0.0181",1.609
"171","FK",3,"MG","Hesperostipa_comata","HECO","6/1/22","Early",14.6,1,2,0,98,"perennial","graminoid","C3",0.035,"0.0163","0.0303","0.0059",0.512
"172","FK",3,"HG","Hesperostipa_comata","HECO","6/1/22","Early",17.6,1,2,0,96,"perennial","graminoid","C3",0.037,"0.0511","0.0151","0.0217",1.567
"173","FK",1,"LG","Hedeoma_hispida","HEHI","5/30/22","Early",5.4,3,13,2,97,"annual","forb","C3",0.037,"0.0016",NA,NA,0.1
"174","FK",1,"MG","Hedeoma_hispida","HEHI","5/30/22","Early",2.6,4,8,1,98,"annual","forb","C3",0.032,"0.0012",NA,NA,NA
"175","FK",1,"HG","Hedeoma_hispida","HEHI","5/30/22","Early",3.2,3,6,0,100,"annual","forb","C3",0.037,"0.0018",NA,NA,NA
"176","FK",2,"LG","Hedeoma_hispida","HEHI","5/31/22","Early",3.6,2,11,0,100,"annual","forb","C3",0.047,"0.0018",NA,NA,0.11
"177","FK",2,"MG","Hedeoma_hispida","HEHI","5/31/22","Early",4.2,5,12,0,90,"annual","forb","C3",0.024,"0.0014",NA,NA,0.09
"178","FK",2,"HG","Hedeoma_hispida","HEHI","5/31/22","Early",33,6,12,0,98,"annual","forb","C3",0.034,"0.0011",NA,NA,0.06
"179","FK",3,"LG","Hedeoma_hispida","HEHI","5/31/22","Early",3.1,5,12,0,99,"annual","forb","C3",0.033,"0.001",NA,NA,0.069
"180","FK",3,"MG","Hedeoma_hispida","HEHI","6/1/22","Early",3.1,7,12,0,100,"annual","forb","C3",0.034,"0.0007",NA,NA,0.073
"181","FK",3,"HG","Hedeoma_hispida","HEHI","6/1/22","Early",2.5,4,9,0,100,"annual","forb","C3",0.028,"0.0015",NA,NA,0.076
"182","FK",1,"LG","Koeleria_macrantha","KOMA","5/30/22","Early",10.1,1,2,0,100,"perennial","graminoid","C3",0.033,"0.0328","0.0062","0.0105",1.673
"183","FK",1,"MG","Koeleria_macrantha","KOMA","5/30/22","Early",13.2,1,3,0,99,"perennial","graminoid","C3",0.036,"0.0403","0.031","0.0136",1.763
"184","FK",1,"HG","Koeleria_macrantha","KOMA","5/30/22","Early",7.3,1,3,0,97,"perennial","graminoid","C3",0.027,"0.0297","0.0159","0.009",1.112
"185","FK",2,"LG","Koeleria_macrantha","KOMA","5/31/22","Early",11.1,1,3,0,77,"perennial","graminoid","C3",0.041,"0.0404","0.0276","0.013",1.837
"186","FK",2,"MG","Koeleria_macrantha","KOMA","5/31/22","Early",11.9,1,2,0,99,"perennial","graminoid","C3",0.036,"0.0254","0.0141","0.0082",1.011
"187","FK",2,"HG","Koeleria_macrantha","KOMA","5/31/22","Early",18.2,0,4,0,95,"perennial","graminoid","C3",0.039,"0.0359","0.0273","0.0117",1.581
"188","FK",3,"LG","Koeleria_macrantha","KOMA","5/31/22","Early",12.2,1,2,0,100,"perennial","graminoid","C3",0.036,"0.0579","0.0358","0.0201",2.104
"189","FK",3,"MG","Koeleria_macrantha","KOMA","6/1/22","Early",7.6,1,3,1,95,"perennial","graminoid","C3",0.044,"0.0244","0.0217","0.0072",0.824
"190","FK",3,"HG","Koeleria_macrantha","KOMA","6/1/22","Early",14.9,1,2,0,99,"perennial","graminoid","C3",0.035,"0.0162","0.0094","0.0047",0.842
"191","FK",1,"LG","Lactuca_serriola","LASE","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"192","FK",1,"MG","Lactuca_serriola","LASE","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"193","FK",1,"HG","Lactuca_serriola","LASE","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"194","FK",2,"LG","Lactuca_serriola","LASE","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"195","FK",2,"MG","Lactuca_serriola","LASE","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"196","FK",2,"HG","Lactuca_serriola","LASE","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"197","FK",3,"LG","Lactuca_serriola","LASE","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"198","FK",3,"MG","Lactuca_serriola","LASE","6/1/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"199","FK",3,"HG","Lactuca_serriola","LASE","6/1/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"200","FK",1,"LG","Lepidium_densiflorum","LEDE","5/30/22","Early",9.9,4,11,0,98,"annual","forb","C3",0.034,"0.0011","0.0238","0.0002",0.067
"201","FK",1,"MG","Lepidium_densiflorum","LEDE","5/30/22","Early",4.5,2,4,0,95,"annual","forb","C3",0.028,"0.0007","0.0043","1e-05",0.047
"202","FK",1,"HG","Lepidium_densiflorum","LEDE","5/30/22","Early",5.7,0,9,0,99,"annual","forb","C3",0.032,"0.0002","0.0067","1e-05",NA
"203","FK",2,"LG","Lepidium_densiflorum","LEDE","5/31/22","Early",10.3,2,7,0,100,"annual","forb","C3",0.028,"0.0011","0.0148","0.0005",0.071
"204","FK",2,"MG","Lepidium_densiflorum","LEDE","5/31/22","Early",23.2,8,36,0,98,"annual","forb","C3",0.043,"0.0047","0.1952","0.0012",0.19
"205","FK",2,"HG","Lepidium_densiflorum","LEDE","5/31/22","Early",9.1,0,7,1,97,"annual","forb","C3",0.036,"0.0011","0.0093","1e-05",0.061
"206","FK",3,"LG","Lepidium_densiflorum","LEDE","5/31/22","Early",5.6,1,6,0,100,"annual","forb","C3",0.03,"0.0004","0.0069","1e-05",0.035
"207","FK",3,"MG","Lepidium_densiflorum","LEDE","6/1/22","Early",6.1,0,5,0,100,"annual","forb","C3",0.024,"0.0002","0.0066","1e-05",0.047
"208","FK",3,"HG","Lepidium_densiflorum","LEDE","6/1/22","Early",17.2,7,36,0,97,"annual","forb","C3",0.039,"0.0041","0.1687","0.0004",0.166
"209","FK",1,"LG","Lithospermum_incisum","LIIN","5/30/22","Early",11.3,20,22,1,95,"perennial","forb","C3",0.054,"0.0503","0.2819","0.0122",1.215
"210","FK",1,"MG","Lithospermum_incisum","LIIN","5/30/22","Early",9.3,3,18,1,95,"perennial","forb","C3",0.049,"0.0247","0.0841","0.0057",0.787
"211","FK",1,"HG","Lithospermum_incisum","LIIN","5/30/22","Early",5.7,2,17,2,95,"perennial","forb","C3",0.035,"0.0194","0.0561","0.0047",0.618
"212","FK",2,"LG","Lithospermum_incisum","LIIN","5/31/22","Early",11.1,9,20,0,97,"perennial","forb","C3",0.054,"0.0286","0.1511","0.0074",0.842
"213","FK",2,"MG","Lithospermum_incisum","LIIN","5/31/22","Early",7.4,19,20,1,97,"perennial","forb","C3",0.046,"0.0132","0.1133","0.0033",NA
"214","FK",2,"HG","Lithospermum_incisum","LIIN","5/31/22","Early",8.8,7,16,0,95,"perennial","forb","C3",0.057,"0.0382","0.1513","0.0073",1.066
"215","FK",3,"LG","Lithospermum_incisum","LIIN","6/1/22","Early",4.4,3,7,0,100,"perennial","forb","C3",0.036,"0.0746","0.0474","0.0121",1.69
"216","FK",3,"MG","Lithospermum_incisum","LIIN","6/1/22","Early",9.8,1,4,0,99,"perennial","forb","C3",0.058,"0.1599","0.0623","0.0369",3.299
"217","FK",3,"HG","Lithospermum_incisum","LIIN","6/1/22","Early",7.1,4,7,0,99,"perennial","forb","C3",0.064,"0.1174","0.035","0.0253",2.39
"218","FK",1,"LG","Liatris_punctata","LIPU","5/30/22","Early",12.5,9,12,2,97,"perennial","forb","C3",0.05,"0.1282","0.2143","0.0245",2.823
"219","FK",1,"MG","Liatris_punctata","LIPU","5/30/22","Early",14.3,14,20,12,80,"perennial","forb","C3",0.049,"0.0308","0.4262","0.0079",0.717
"220","FK",1,"HG","Liatris_punctata","LIPU","5/30/22","Early",9.6,3,15,1,90,"perennial","forb","C3",0.039,"0.1263","0.2091","0.0214",NA
"221","FK",2,"LG","Liatris_punctata","LIPU","5/31/22","Early",12.3,3,10,0,95,"perennial","forb","C3",0.054,"0.2398","0.1881","0.0389",5.496
"222","FK",2,"MG","Liatris_punctata","LIPU","5/31/22","Early",7.4,3,16,0,97,"perennial","forb","C3",0.05,"0.0533","0.098","0.0099",1.537
"223","FK",2,"HG","Liatris_punctata","LIPU","5/31/22","Early",8.5,8,21,0,98,"perennial","forb","C3",0.053,"0.1115","0.2893","0.0226",2.367
"224","FK",3,"LG","Liatris_punctata","LIPU","5/31/22","Early",7.8,7,11,0,100,"perennial","forb","C3",0.026,"0.0783","0.1596","0.0169",1.933
"225","FK",3,"MG","Liatris_punctata","LIPU","6/1/22","Early",11.1,1,4,0,99,"perennial","forb","C3",0.043,"0.168","0.0341","0.0285",3.693
"226","FK",3,"HG","Liatris_punctata","LIPU","6/1/22","Early",9.4,4,6,0,100,"perennial","forb","C3",0.055,"0.1014","0.067","0.0192",2.367
"227","FK",1,"LG","Linum_rigidum","LIRI","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"228","FK",1,"MG","Linum_rigidum","LIRI","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"229","FK",1,"HG","Linum_rigidum","LIRI","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"230","FK",2,"LG","Linum_rigidum","LIRI","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"231","FK",2,"MG","Linum_rigidum","LIRI","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"232","FK",2,"HG","Linum_rigidum","LIRI","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"233","FK",3,"LG","Linum_rigidum","LIRI","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"234","FK",3,"MG","Linum_rigidum","LIRI","6/1/22","Early",11.3,7,26,3,97,"","","",NA,"",NA,NA,NA
"235","FK",3,"HG","Linum_rigidum","LIRI","6/1/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"236","FK",1,"LG","Logfia_arvensis","LOAR","5/30/22","Early",4.9,5,20,2,98,"annual","forb","C3",0.037,"0.001","0.0075","1e-05",0.088
"237","FK",1,"MG","Logfia_arvensis","LOAR","5/30/22","Early",3.7,2,29,1,98,"annual","forb","C3",0.042,"0.0014","0.009","1e-05",0.093
"238","FK",1,"HG","Logfia_arvensis","LOAR","5/30/22","Early",2.8,4,18,1,98,"annual","forb","C3",0.027,"0.0005","0.0043",NA,0.054
"239","FK",2,"LG","Logfia_arvensis","LOAR","5/31/22","Early",3.5,3,17,1,99,"annual","forb","C3",0.052,"0.0008","0.0056","1e-05",0.074
"240","FK",2,"MG","Logfia_arvensis","LOAR","5/31/22","Early",5.3,3,23,4,97,"annual","forb","C3",0.032,"0.0011","0.0092","1e-05",0.058
"241","FK",2,"HG","Logfia_arvensis","LOAR","5/31/22","Early",5.5,2,22,4,95,"annual","forb","C3",0.038,"0.0015","0.0072","1e-05",0.112
"242","FK",3,"LG","Logfia_arvensis","LOAR","6/1/22","Early",5.5,3,26,1,98,"annual","forb","C3",0.052,"0.0038","0.0158","0.0005",0.197
"243","FK",3,"MG","Logfia_arvensis","LOAR","6/1/22","Early",4.7,5,13,2,90,"annual","forb","C3",0.048,"0.0013","0.0105","0.0003",0.112
"244","FK",3,"HG","Logfia_arvensis","LOAR","6/1/22","Early",4.5,3,19,4,80,"annual","forb","C3",0.036,"0.0012","0.0059","1e-05",0.076
"245","FK",1,"LG","Lydogesmia_juncea","LYJU","5/30/22","Early",11.9,14,10,0,99,"perennial","forb","C3",0.053,"0.0184","0.139","0.0037",0.544
"246","FK",1,"MG","Lydogesmia_juncea","LYJU","5/30/22","Early",15.3,24,14,0,87,"perennial","forb","C3",0.039,"0.0067","0.2006","0.0022",0.247
"247","FK",1,"HG","Lydogesmia_juncea","LYJU","5/30/22","Early",17.2,4,10,1,97,"perennial","forb","C3",0.043,"0.025","0.1897","0.0044",0.699
"248","FK",2,"LG","Lydogesmia_juncea","LYJU","5/31/22","Early",12.2,9,13,0,95,"perennial","forb","C3",0.056,"0.0088","0.0939","0.0025",0.291
"249","FK",2,"MG","Lydogesmia_juncea","LYJU","5/31/22","Early",12.1,6,17,0,97,"perennial","forb","C3",0.055,"0.0202","0.175","0.0045",0.544
"250","FK",2,"HG","Lydogesmia_juncea","LYJU","5/31/22","Early",14.1,10,12,1,99,"perennial","forb","C3",0.037,"0.0233","0.328","0.005",0.726
"251","FK",3,"LG","Lydogesmia_juncea","LYJU","6/1/22","Early",16,8,12,1,75,"perennial","forb","C3",0.059,"0.0123","0.1353","0.0033",0.421
"252","FK",3,"MG","Lydogesmia_juncea","LYJU","6/1/22","Early",19.4,34,57,5,90,"perennial","forb","C3",0.048,"0.024","0.6015","0.006",0.585
"253","FK",3,"HG","Lydogesmia_juncea","LYJU","6/1/22","Early",15.8,38,12,2,55,"perennial","forb","C3",0.044,"0.0144","0.2251","0.0041",0.478
"254","FK",1,"LG","Oenothera_suffrtescuns","OESU","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"255","FK",1,"MG","Oenothera_suffrtescuns","OESU","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"256","FK",1,"HG","Oenothera_suffrtescuns","OESU","5/30/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"257","FK",2,"LG","Oenothera_suffrtescuns","OESU","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"258","FK",2,"MG","Oenothera_suffrtescuns","OESU","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"259","FK",2,"HG","Oenothera_suffrtescuns","OESU","5/31/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"260","FK",3,"LG","Oenothera_suffrtescuns","OESU","6/1/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"261","FK",3,"MG","Oenothera_suffrtescuns","OESU","6/1/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"262","FK",3,"HG","Oenothera_suffrtescuns","OESU","6/1/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"263","FK",1,"LG","Pascopyrum_smithii","PASM","5/30/22","Early",12.5,1,3,0,75,"perennial","graminoid","C3",0.046,"0.058","0.0726","0.0189",2.437
"264","FK",1,"MG","Pascopyrum_smithii","PASM","5/30/22","Early",20.3,1,3,2,60,"perennial","graminoid","C3",0.045,"0.1455","0.1901","0.0479",5.338
"265","FK",1,"HG","Pascopyrum_smithii","PASM","5/30/22","Early",12.2,1,3,2,60,"perennial","graminoid","C3",0.038,"0.0987","0.1235","0.0314",3.28
"266","FK",2,"LG","Pascopyrum_smithii","PASM","5/31/22","Early",12.9,1,3,0,95,"perennial","graminoid","C3",0.038,"0.0605","0.1089","0.0209",2.03
"267","FK",2,"MG","Pascopyrum_smithii","PASM","5/31/22","Early",15.2,1,3,0,95,"perennial","graminoid","C3",0.035,"0.1011","0.0946","0.034",3.526
"268","FK",2,"HG","Pascopyrum_smithii","PASM","5/31/22","Early",18.6,1,3,0,95,"perennial","graminoid","C3",0.04,"0.1048","0.1748","0.0337",3.391
"269","FK",3,"LG","Pascopyrum_smithii","PASM","6/1/22","Early",16.4,1,3,1,90,"perennial","graminoid","C3",0.048,"0.1083","0.1193","0.0367",3.474
"270","FK",3,"MG","Pascopyrum_smithii","PASM","6/1/22","Early",17.4,1,3,0,95,"perennial","graminoid","C3",0.053,"0.1178","0.1099","0.0387",3.392
"271","FK",3,"HG","Pascopyrum_smithii","PASM","6/1/22","Early",11.9,1,3,0,98,"perennial","graminoid","C3",0.051,"0.0374","0.0527","0.0121",1.049
"272","FK",1,"LG","Pediomelum_esculentum","PEES","5/30/22","Early",5.3,1,3,0,95,"perennial","forb","C3",0.045,"0.1533","0.0845","0.0355",4.424
"273","FK",1,"MG","Pediomelum_esculentum","PEES","5/30/22","Early",7.9,3,6,0,99,"perennial","forb","C3",0.036,"0.4168","0.9468","0.0957",10.754
"274","FK",1,"HG","Pediomelum_esculentum","PEES","5/30/22","Early",9.7,2,4,1,95,"perennial","forb","C3",0.058,"0.4682","0.5919","0.988",10.774
"275","FK",2,"LG","Pediomelum_esculentum","PEES","5/31/22","Early",7.5,4,5,0,100,"perennial","forb","C3",0.038,"0.8191","0.9333","0.1686",15.975
"276","FK",2,"MG","Pediomelum_esculentum","PEES","5/31/22","Early",5.2,5,6,0,100,"perennial","forb","C3",0.042,"0.5771","0.9183","0.1129",12.61
"277","FK",2,"HG","Pediomelum_esculentum","PEES","5/31/22","Early",7.9,8,7,0,98,"perennial","forb","C3",0.043,"0.5708","0.8365","0.139",13.114
"278","FK",3,"LG","Pediomelum_esculentum","PEES","6/1/22","Early",6.8,4,8,0,98,"perennial","forb","C3",0.063,"0.3542","0.7136","0.0878",8.652
"279","FK",3,"MG","Pediomelum_esculentum","PEES","6/1/22","Early",8.2,1,3,0,97,"perennial","forb","C3",0.063,"0.718","0.3253","0.1434",14.86
"280","FK",3,"HG","Pediomelum_esculentum","PEES","6/1/22","Early",5.6,4,9,0,98,"perennial","forb","C3",0.044,"0.5412","0.7578","0.1127",10.707
"281","FK",1,"LG","Plantago_patagonica","PLPA","5/30/22","Early",4.4,0,5,5,90,"annual","forb","C3",0.038,"0.0151","0.0093","0.0031",0.484
"282","FK",1,"MG","Plantago_patagonica","PLPA","5/30/22","Early",4,0,5,1,99,"annual","forb","C3",0.046,"0.0062","0.0074","0.0007",0.288
"283","FK",1,"HG","Plantago_patagonica","PLPA","5/30/22","Early",3.8,1,4,1,99,"annual","forb","C3",0.03,"0.0103","0.0075","0.0018",0.367
"284","FK",2,"LG","Plantago_patagonica","PLPA","5/31/22","Early",3.2,0,9,3,95,"annual","forb","C3",0.04,"0.0087","0.0091","0.0016",0.336
"285","FK",2,"MG","Plantago_patagonica","PLPA","5/31/22","Early",2.9,0,5,4,98,"annual","forb","C3",0.031,"0.0045","0.0062","0.0006",0.172
"286","FK",2,"HG","Plantago_patagonica","PLPA","5/31/22","Early",3.4,0,4,2,95,"annual","forb","C3",0.032,"0.0094","0.0037","0.0019",0.302
"287","FK",3,"LG","Plantago_patagonica","PLPA","6/1/22","Early",2.4,1,3,4,98,"annual","forb","C3",0.041,"0.0044","0.0036","0.0006",0.137
"288","FK",3,"MG","Plantago_patagonica","PLPA","6/1/22","Early",3.8,0,5,3,98,"annual","forb","C3",0.048,"0.013","0.0061","0.002",0.348
"289","FK",3,"HG","Plantago_patagonica","PLPA","6/1/22","Early",2.9,0,5,7,98,"annual","forb","C3",0.041,"0.0113","0.0049","0.0015",0.242
"290","FK",1,"LG","Poa_secunda","POSE","5/30/22","Early",5,1,1,2,75,"perennial","graminoid","C3",0.027,"0.0048","0.0059","0.0013",0.212
"291","FK",1,"MG","Poa_secunda","POSE","5/30/22","Early",17.1,1,2,0,100,"perennial","graminoid","C3",0.04,"0.0214","0.0151","0.0076",1.039
"292","FK",1,"HG","Poa_secunda","POSE","5/30/22","Early",4.5,1,3,0,70,"perennial","graminoid","C3",0.031,"0.0088","0.0082","0.0027",NA
"293","FK",2,"LG","Poa_secunda","POSE","5/31/22","Early",5.1,1,3,1,75,"perennial","graminoid","C3",0.034,"0.0078","0.0101","0.0021",0.416
"294","FK",2,"MG","Poa_secunda","POSE","5/31/22","Early",4.4,0,2,0,75,"perennial","graminoid","C3",0.048,"0.0115","0.0041","0.0034",0.412
"295","FK",2,"HG","Poa_secunda","POSE","5/31/22","Early",5.9,1,4,0,95,"perennial","graminoid","C3",0.021,"0.0103","0.0063","0.0032",0.622
"296","FK",3,"LG","Poa_secunda","POSE","6/1/22","Early",4.6,0,2,1,90,"perennial","graminoid","C3",0.034,"0.012","0.0036","0.0093",0.681
"297","FK",3,"MG","Poa_secunda","POSE","6/1/22","Early",4.5,1,2,1,70,"perennial","graminoid","C3",0.027,"0.0054","0.0021","0.0017",0.188
"298","FK",3,"HG","Poa_secunda","POSE","6/1/22","Early",11.9,1,2,0,99,"perennial","graminoid","C3",0.036,"0.00198","0.0083","0.0087",0.966
"299","FK",1,"LG","Psoralidium_tenuiflorum","PSTE","5/30/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"300","FK",1,"MG","Psoralidium_tenuiflorum","PSTE","5/30/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"301","FK",1,"HG","Psoralidium_tenuiflorum","PSTE","5/30/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"302","FK",2,"LG","Psoralidium_tenuiflorum","PSTE","5/31/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"303","FK",2,"MG","Psoralidium_tenuiflorum","PSTE","5/31/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"304","FK",2,"HG","Psoralidium_tenuiflorum","PSTE","5/31/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"305","FK",3,"LG","Psoralidium_tenuiflorum","PSTE","6/1/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"306","FK",3,"MG","Psoralidium_tenuiflorum","PSTE","6/1/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"307","FK",3,"HG","Psoralidium_tenuiflorum","PSTE","6/1/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"308","FK",1,"LG","Sphaeralcea_coccinea","SPCO","5/30/22","Early",9.2,3,5,0,98,"perennial","forb","C3",0.058,"0.1017","0.2092","0.0319",3.537
"309","FK",1,"MG","Sphaeralcea_coccinea","SPCO","5/30/22","Early",8.1,5,6,0,98,"perennial","forb","C3",0.031,"0.1495","0.231","0.0371",5.07
"310","FK",1,"HG","Sphaeralcea_coccinea","SPCO","5/30/22","Early",8.3,11,8,0,99,"perennial","forb","C3",0.044,"0.1723","0.4036","0.0477",NA
"311","FK",2,"LG","Sphaeralcea_coccinea","SPCO","5/31/22","Early",7.1,4,6,2,90,"perennial","forb","C3",0.043,"0.0848","0.1511","0.0226",2.941
"312","FK",2,"MG","Sphaeralcea_coccinea","SPCO","5/31/22","Early",8.4,8,7,0,100,"perennial","forb","C3",0.042,"0.1816","0.1201","0.0534",5.191
"313","FK",2,"HG","Sphaeralcea_coccinea","SPCO","5/31/22","Early",4.6,3,5,1,90,"perennial","forb","C3",0.047,"0.0976","0.1925","0.0258",3.734
"314","FK",3,"LG","Sphaeralcea_coccinea","SPCO","6/1/22","Early",5.4,2,9,0,97,"perennial","forb","C3",0.039,"0.1025","0.179","0.0303",3.586
"315","FK",3,"MG","Sphaeralcea_coccinea","SPCO","6/1/22","Early",8.3,3,6,0,99,"perennial","forb","C3",0.039,"0.0655","0.173","0.0215",2.604
"316","FK",3,"HG","Sphaeralcea_coccinea","SPCO","6/1/22","Early",6.9,3,9,0,97,"perennial","forb","C3",0.045,"0.0884","0.2336","0.0268",3.237
"317","FK",1,"LG","Sporobolus_cryptandrus","SPCR","7/1/22","Late",23.9,1,0,0,98,"perennial","graminoid","C4",0.023,"0.1923","0.3164","0.0674",8.276
"318","FK",1,"MG","Sporobolus_cryptandrus","SPCR","7/1/22","Late",20.2,1,2,2,89,"perennial","graminoid","C4",0.02,"0.0984","0.1323","0.0306",5.48
"319","FK",1,"HG","Sporobolus_cryptandrus","SPCR","7/1/22","Late",28,1,4,4,86,"perennial","graminoid","C4",0.025,"0.0533","0.019","0.44",2.188
"320","FK",2,"LG","Sporobolus_cryptandrus","SPCR","7/1/22","Late",13,1,4,0,92,"perennial","graminoid","C4",0.024,"0.0545","0.1087","0.0189",3.152
"321","FK",2,"MG","Sporobolus_cryptandrus","SPCR","7/1/22","Late",18.2,1,4,1,97,"perennial","graminoid","C4",0.034,"0.1633","0.24","0.0686",8.532
"322","FK",2,"HG","Sporobolus_cryptandrus","SPCR","7/1/22","Late",14.6,2,3,0,99,"perennial","graminoid","C4",0.019,"0.0894","0.1378","0.0318",4.146
"323","FK",3,"LG","Sporobolus_cryptandrus","SPCR","7/1/22","Late",17.9,1,3,2,85,"perennial","graminoid","C4",0.02,"0.083","0.1146","0.0301",4.469
"324","FK",3,"MG","Sporobolus_cryptandrus","SPCR","7/1/22","Late",21.1,1,4,0,98,"perennial","graminoid","C4",0.02,"0.0749","0.2498","0.03",4.164
"325","FK",3,"HG","Sporobolus_cryptandrus","SPCR","7/1/22","Late",26.2,1,3,1,97,"perennial","graminoid","C4",0.03,"0.0826","0.1586","0.0482",6.692
"326","FK",1,"LG","Taraxacum_officinale","TAOF","5/30/22","Early",4.5,0,3,0,100,"perennial","forb","C3",0.045,"0.0869","0.031","0.014",6.757
"327","FK",1,"MG","Taraxacum_officinale","TAOF","5/30/22","Early",7.2,0,6,0,95,"perennial","forb","C3",0.029,"0.10108","0.039","0.0162",5.414
"328","FK",1,"HG","Taraxacum_officinale","TAOF","5/30/22","Early",3.4,0,10,1,95,"perennial","forb","C3",0.028,"0.0544","0.0917","0.0093",2.345
"329","FK",2,"LG","Taraxacum_officinale","TAOF","5/31/22","Early",4.1,0,12,0,80,"perennial","forb","C3",0.028,"0.0554","0.0965","0.0102",2.248
"330","FK",2,"MG","Taraxacum_officinale","TAOF","5/31/22","Early",4.3,0,13,0,95,"perennial","forb","C3",0.028,"0.1241","0.1272","0.00203",4.666
"331","FK",2,"HG","Taraxacum_officinale","TAOF","5/31/22","Early",4.1,0,7,0,70,"perennial","forb","C3",0.05,"0.0749","0.0874","0.0128",6.571
"332","FK",3,"LG","Taraxacum_officinale","TAOF","6/1/22","Early",3.7,0,8,0,97,"perennial","forb","C3",0.042,"0.0599","0.0469","0.0101",2.806
"333","FK",3,"MG","Taraxacum_officinale","TAOF","6/1/22","Early",4.6,0,7,0,98,"perennial","forb","C3",0.041,"0.0657","0.0695","0.107",2.316
"334","FK",3,"HG","Taraxacum_officinale","TAOF","6/1/22","Early",4.4,0,9,0,85,"perennial","forb","C3",0.042,"0.1034","0.076","0.0153",3.957
"335","FK",1,"LG","Tragopogon_dubius","TRDU","5/30/22","Early",17.6,2,21,0,98,"annual_biennial","forb","C3",0.042,"0.1665","0.671","0.0278",5.588
"336","FK",1,"MG","Tragopogon_dubius","TRDU","5/30/22","Early",24.9,6,23,1,95,"annual_biennial","forb","C3",0.031,"0.2598","1.0294","0.0442",8.618
"337","FK",1,"HG","Tragopogon_dubius","TRDU","5/30/22","Early",17.3,0,23,2,97,"annual_biennial","forb","C3",0.034,"0.1199","0.621","0.0234",2.298
