"","year","site","plot","Genus_Species","aerial_cover","Common.Name","Native_Introduced","Functional_Group","Annual_Perennial"
"692",2018,"FK","23","Liatris.punctata",1,"dotted blazing star","N","Forb","P"
"693",2018,"FK","31","Liatris.punctata",0.5,"dotted blazing star","N","Forb","P"
"694",2018,"FK","32","Linum.rigidum",1,"stiff stem flax","N","Forb","A/P"
"695",2018,"FK","32","Linum.rigidum",1,"stiffstem flax","N","Forb","A&A/P"
"696",2018,"FK","27","Lygodesmia.juncea",0.5,"rush skeletonplant","N","Forb","P"
"697",2018,"FK","2","Lygodesmia.juncea",2,"rush skeletonplant","N","Forb","P"
"698",2018,"FK","6","Lygodesmia.juncea",1,"rush skeletonplant","N","Forb","P"
"699",2018,"FK","36","Lygodesmia.juncea",1,"rush skeletonplant","N","Forb","P"
"700",2018,"FK","28","Lygodesmia.juncea",1,"rush skeletonplant","N","Forb","P"
"701",2018,"FK","18","Lygodesmia.juncea",0.5,"rush skeletonplant","N","Forb","P"
"702",2018,"FK","25","Psoralea.esculenta",1,"large Indian breadroot","N","Forb","P"
"703",2018,"FK","36","Psoralea.esculenta",2,"large Indian breadroot","N","Forb","P"
"704",2018,"FK","33","Viola.nuttallii",0.5,"Nuttall's violet","N","Forb","P"
"705",2018,"FK","47","BabyGuara.UNKWN36",0.5,NA,NA,NA,NA
"706",2018,"FK","34","BasalRosetteLancroiati.UNKWN35",0.5,NA,NA,NA,NA
"707",2018,"FK","21","BasalRosetteLancroiati.UNKWN35",0.5,NA,NA,NA,NA
"708",2018,"FK","25","BasalRosetteLancroiati.UNKWN35",4,NA,NA,NA,NA
"709",2018,"FK","53","BasalRosetteLancroiati.UNKWN35",0.5,NA,NA,NA,NA
"710",2018,"FK","2","BasalRosetteLancroiati.UNKWN35",0.5,NA,NA,NA,NA
"711",2018,"FK","6","BasalRosetteLancroiati.UNKWN35",0.5,NA,NA,NA,NA
"712",2018,"FK","43","BasalRosetteLancroiati.UNKWN35",0.5,NA,NA,NA,NA
"713",2018,"FK","36","BasalRosetteLancroiati.UNKWN35",0.5,NA,NA,NA,NA
"714",2018,"FK","33","BasalRosetteLancroiati.UNKWN35",0.5,NA,NA,NA,NA
"715",2018,"FK","23","BasalRosetteLancroiati.UNKWN35",0.5,NA,NA,NA,NA
"716",2018,"FK","41","BasalRosette.UNKWN31",0.5,NA,NA,NA,NA
"717",2018,"FK","31","SoftPointLeaf.UNKWN32",0.5,NA,NA,NA,NA
"718",2018,"FK","43","SmallLinear.UNKWN34",0.5,NA,NA,NA,NA
"719",2019,"FK","21","Bromus.arvensis",65,"Japanese brome","I","Brome","A"
"720",2019,"FK","24","Bromus.arvensis",65,"Japanese brome","I","Brome","A"
"721",2019,"FK","46","Bromus.arvensis",65,"Japanese brome","I","Brome","A"
"722",2019,"FK","1","Bromus.arvensis",55,"Japanese brome","I","Brome","A"
"723",2019,"FK","26","Bromus.arvensis",55,"Japanese brome","I","Brome","A"
"724",2019,"FK","37","Bromus.arvensis",55,"Japanese brome","I","Brome","A"
"725",2019,"FK","48","Bromus.arvensis",55,"Japanese brome","I","Brome","A"
"726",2019,"FK","3","Bromus.arvensis",50,"Japanese brome","I","Brome","A"
"727",2019,"FK","47","Bromus.arvensis",50,"Japanese brome","I","Brome","A"
"728",2019,"FK","53","Bromus.arvensis",50,"Japanese brome","I","Brome","A"
"729",2019,"FK","19","Bromus.arvensis",45,"Japanese brome","I","Brome","A"
"730",2019,"FK","35","Bromus.arvensis",45,"Japanese brome","I","Brome","A"
"731",2019,"FK","44","Bromus.arvensis",45,"Japanese brome","I","Brome","A"
"732",2019,"FK","52","Bromus.arvensis",45,"Japanese brome","I","Brome","A"
"733",2019,"FK","6","Bromus.arvensis",40,"Japanese brome","I","Brome","A"
"734",2019,"FK","20","Bromus.arvensis",40,"Japanese brome","I","Brome","A"
"735",2019,"FK","23","Bromus.arvensis",40,"Japanese brome","I","Brome","A"
"736",2019,"FK","42","Bromus.arvensis",40,"Japanese brome","I","Brome","A"
"737",2019,"FK","8","Bromus.tectorum",40,"cheatgrass","I","Brome","A"
"738",2019,"FK","45","Bromus.tectorum",36,"cheatgrass","I","Brome","A"
"739",2019,"FK","2","Bromus.arvensis",35,"Japanese brome","I","Brome","A"
"740",2019,"FK","9","Bromus.arvensis",35,"Japanese brome","I","Brome","A"
"741",2019,"FK","18","Bromus.arvensis",35,"Japanese brome","I","Brome","A"
"742",2019,"FK","38","Bromus.arvensis",35,"Japanese brome","I","Brome","A"
"743",2019,"FK","40","Bromus.arvensis",35,"Japanese brome","I","Brome","A"
"744",2019,"FK","49","Bromus.arvensis",35,"Japanese brome","I","Brome","A"
"745",2019,"FK","50","Bromus.arvensis",35,"Japanese brome","I","Brome","A"
"746",2019,"FK","54","Bromus.arvensis",35,"Japanese brome","I","Brome","A"
"747",2019,"FK","17","Bromus.tectorum",35,"cheatgrass","I","Brome","A"
"748",2019,"FK","51","Hesperostipa.comata",35,"needle and thread","N","C3","P"
"749",2019,"FK","51","Bromus.arvensis",32,"Japanese brome","I","Brome","A"
"750",2019,"FK","20","Bouteloua.dactyloides",30,"buffalograss","N","C4","P"
"751",2019,"FK","14","Bouteloua.gracilis",30,"blue grama","N","C4","P"
"752",2019,"FK","4","Bromus.arvensis",30,"Japanese brome","I","Brome","A"
"753",2019,"FK","7","Bromus.arvensis",30,"Japanese brome","I","Brome","A"
"754",2019,"FK","15","Bromus.arvensis",30,"Japanese brome","I","Brome","A"
"755",2019,"FK","33","Bromus.arvensis",30,"Japanese brome","I","Brome","A"
"756",2019,"FK","36","Bromus.arvensis",30,"Japanese brome","I","Brome","A"
"757",2019,"FK","39","Bromus.arvensis",30,"Japanese brome","I","Brome","A"
"758",2019,"FK","43","Bromus.arvensis",30,"Japanese brome","I","Brome","A"
"759",2019,"FK","12","Bromus.tectorum",28,"cheatgrass","I","Brome","A"
"760",2019,"FK","45","Bromus.arvensis",27,"Japanese brome","I","Brome","A"
"761",2019,"FK","22","Bromus.arvensis",26,"Japanese brome","I","Brome","A"
"762",2019,"FK","5","Bromus.arvensis",25,"Japanese brome","I","Brome","A"
"763",2019,"FK","29","Bromus.arvensis",25,"Japanese brome","I","Brome","A"
"764",2019,"FK","41","Bromus.arvensis",25,"Japanese brome","I","Brome","A"
"765",2019,"FK","10","Bromus.tectorum",25,"cheatgrass","I","Brome","A"
"766",2019,"FK","11","Bromus.tectorum",25,"cheatgrass","I","Brome","A"
"767",2019,"FK","33","Carex.filifolia",23,"threadleaf sedge","N","C3","P"
"768",2019,"FK","16","Bromus.tectorum",22,"cheatgrass","I","Brome","A"
"769",2019,"FK","24","Carex.filifolia",20,"threadleaf sedge","N","C3","P"
"770",2019,"FK","10","Bromus.arvensis",20,"Japanese brome","I","Brome","A"
"771",2019,"FK","13","Bromus.arvensis",20,"Japanese brome","I","Brome","A"
"772",2019,"FK","27","Bromus.arvensis",20,"Japanese brome","I","Brome","A"
"773",2019,"FK","28","Bromus.arvensis",20,"Japanese brome","I","Brome","A"
"774",2019,"FK","32","Bromus.arvensis",20,"Japanese brome","I","Brome","A"
"775",2019,"FK","25","Tragopogon.dubius",20,"yellow salsify | goat's beard","I","Forb","A/B"
"776",2019,"FK","40","Tragopogon.dubius",20,"yellow salsify | goat's beard","I","Forb","A/B"
"777",2019,"FK","7","Carex.filifolia",19,"threadleaf sedge","N","C3","P"
"778",2019,"FK","25","Bromus.tectorum",18,"cheatgrass","I","Brome","A"
"779",2019,"FK","30","Carex.filifolia",15,"threadleaf sedge","N","C3","P"
"780",2019,"FK","41","Carex.filifolia",15,"threadleaf sedge","N","C3","P"
"781",2019,"FK","8","Bromus.arvensis",15,"Japanese brome","I","Brome","A"
"782",2019,"FK","31","Bromus.arvensis",15,"Japanese brome","I","Brome","A"
"783",2019,"FK","52","Hesperostipa.comata",15,"needle and thread","N","C3","P"
"784",2019,"FK","15","Tragopogon.dubius",15,"yellow salsify | goat's beard","I","Forb","A/B"
"785",2019,"FK","36","Tragopogon.dubius",15,"yellow salsify | goat's beard","I","Forb","A/B"
"786",2019,"FK","16","Artemisia.frigida",14,"prairie sagewort | fringed sagewort","N","Woody","P"
"787",2019,"FK","43","Carex.filifolia",14,"threadleaf sedge","N","C3","P"
"788",2019,"FK","38","Hesperostipa.comata",14,"needle and thread","N","C3","P"
"789",2019,"FK","3","Tragopogon.dubius",14,"yellow salsify | goat's beard","I","Forb","A/B"
"790",2019,"FK","29","Carex.filifolia",13,"threadleaf sedge","N","C3","P"
"791",2019,"FK","54","Hesperostipa.comata",13,"needle and thread","N","C3","P"
"792",2019,"FK","7","Tragopogon.dubius",13,"yellow salsify | goat's beard","I","Forb","A/B"
"793",2019,"FK","4","Carex.filifolia",12,"threadleaf sedge","N","C3","P"
"794",2019,"FK","35","Linum.rigidum",12,"stiff stem flax","N","Forb","A/P"
"795",2019,"FK","35","Linum.rigidum",12,"stiffstem flax","N","Forb","A&A/P"
"796",2019,"FK","39","Carex.filifolia",12,"threadleaf sedge","N","C3","P"
"797",2019,"FK","29","Bouteloua.gracilis",12,"blue grama","N","C4","P"
"798",2019,"FK","14","Bromus.arvensis",12,"Japanese brome","I","Brome","A"
"799",2019,"FK","30","Bromus.arvensis",12,"Japanese brome","I","Brome","A"
"800",2019,"FK","34","Bromus.arvensis",12,"Japanese brome","I","Brome","A"
"801",2019,"FK","37","Hesperostipa.comata",12,"needle and thread","N","C3","P"
"802",2019,"FK","50","Hesperostipa.comata",12,"needle and thread","N","C3","P"
"803",2019,"FK","53","Tragopogon.dubius",12,"yellow salsify | goat's beard","I","Forb","A/B"
"804",2019,"FK","20","Carex.duriuscula",11,"needleleaf sedge ","N","C3","P"
"805",2019,"FK","2","Tragopogon.dubius",11,"yellow salsify | goat's beard","I","Forb","A/B"
"806",2019,"FK","8","Tragopogon.dubius",11,"yellow salsify | goat's beard","I","Forb","A/B"
"807",2019,"FK","5","Artemisia.frigida",10,"prairie sagewort | fringed sagewort","N","Woody","P"
"808",2019,"FK","10","Artemisia.frigida",10,"prairie sagewort | fringed sagewort","N","Woody","P"
"809",2019,"FK","11","Carex.filifolia",10,"threadleaf sedge","N","C3","P"
"810",2019,"FK","13","Carex.filifolia",10,"threadleaf sedge","N","C3","P"
"811",2019,"FK","23","Carex.filifolia",10,"threadleaf sedge","N","C3","P"
"812",2019,"FK","32","Carex.filifolia",10,"threadleaf sedge","N","C3","P"
"813",2019,"FK","49","Carex.filifolia",10,"threadleaf sedge","N","C3","P"
"814",2019,"FK","53","Carex.filifolia",10,"threadleaf sedge","N","C3","P"
"815",2019,"FK","16","Bromus.arvensis",10,"Japanese brome","I","Brome","A"
"816",2019,"FK","25","Bromus.arvensis",10,"Japanese brome","I","Brome","A"
"817",2019,"FK","45","Hesperostipa.comata",10,"needle and thread","N","C3","P"
"818",2019,"FK","49","Hesperostipa.comata",10,"needle and thread","N","C3","P"
"819",2019,"FK","29","Logfia.arvensis",10,"field cottonrose","I","Forb","A"
"820",2019,"FK","15","Poa.secunda",10,"sandberg bluegrass","N","C3","P"
"821",2019,"FK","22","Tragopogon.dubius",10,"yellow salsify | goat's beard","I","Forb","A/B"
"822",2019,"FK","4","Artemisia.frigida",9,"prairie sagewort | fringed sagewort","N","Woody","P"
"823",2019,"FK","18","Artemisia.frigida",9,"prairie sagewort | fringed sagewort","N","Woody","P"
"824",2019,"FK","27","Carex.filifolia",9,"threadleaf sedge","N","C3","P"
"825",2019,"FK","31","Carex.filifolia",9,"threadleaf sedge","N","C3","P"
"826",2019,"FK","48","Carex.filifolia",9,"threadleaf sedge","N","C3","P"
"827",2019,"FK","3","Hesperostipa.comata",9,"needle and thread","N","C3","P"
"828",2019,"FK","5","Tragopogon.dubius",9,"yellow salsify | goat's beard","I","Forb","A/B"
"829",2019,"FK","39","Tragopogon.dubius",9,"yellow salsify | goat's beard","I","Forb","A/B"
"830",2019,"FK","1","Carex.filifolia",8,"threadleaf sedge","N","C3","P"
"831",2019,"FK","8","Artemisia.frigida",8,"prairie sagewort | fringed sagewort","N","Woody","P"
"832",2019,"FK","10","Carex.filifolia",8,"threadleaf sedge","N","C3","P"
"833",2019,"FK","26","Carex.filifolia",8,"threadleaf sedge","N","C3","P"
"834",2019,"FK","36","Carex.filifolia",8,"threadleaf sedge","N","C3","P"
"835",2019,"FK","42","Carex.filifolia",8,"threadleaf sedge","N","C3","P"
"836",2019,"FK","53","Carex.duriuscula",8,"needleleaf sedge ","N","C3","P"
"837",2019,"FK","52","Carex.filifolia",8,"threadleaf sedge","N","C3","P"
"838",2019,"FK","11","Bromus.arvensis",8,"Japanese brome","I","Brome","A"
"839",2019,"FK","9","Bromus.tectorum",8,"cheatgrass","I","Brome","A"
"840",2019,"FK","6","Hesperostipa.comata",8,"needle and thread","N","C3","P"
"841",2019,"FK","16","Hesperostipa.comata",8,"needle and thread","N","C3","P"
"842",2019,"FK","18","Hesperostipa.comata",8,"needle and thread","N","C3","P"
"843",2019,"FK","20","Hesperostipa.comata",8,"needle and thread","N","C3","P"
"844",2019,"FK","46","Hesperostipa.comata",8,"needle and thread","N","C3","P"
"845",2019,"FK","11","Tragopogon.dubius",8,"yellow salsify | goat's beard","I","Forb","A/B"
"846",2019,"FK","27","Tragopogon.dubius",8,"yellow salsify | goat's beard","I","Forb","A/B"
"847",2019,"FK","38","Tragopogon.dubius",8,"yellow salsify | goat's beard","I","Forb","A/B"
"848",2019,"FK","41","Tragopogon.dubius",8,"yellow salsify | goat's beard","I","Forb","A/B"
"849",2019,"FK","42","Tragopogon.dubius",8,"yellow salsify | goat's beard","I","Forb","A/B"
"850",2019,"FK","44","Tragopogon.dubius",8,"yellow salsify | goat's beard","I","Forb","A/B"
"851",2019,"FK","5","Carex.filifolia",7,"threadleaf sedge","N","C3","P"
"852",2019,"FK","9","Carex.filifolia",7,"threadleaf sedge","N","C3","P"
"853",2019,"FK","12","Lithospermum.incisum",7,"narrowleaf stoneseed | narrowleaf puccoon","N","Forb","P"
"854",2019,"FK","13","Artemisia.frigida",7,"prairie sagewort | fringed sagewort","N","Woody","P"
"855",2019,"FK","22","Carex.duriuscula",7,"needleleaf sedge ","N","C3","P"
"856",2019,"FK","23","Carex.duriuscula",7,"needleleaf sedge ","N","C3","P"
"857",2019,"FK","25","Artemisia.frigida",7,"prairie sagewort | fringed sagewort","N","Woody","P"
"858",2019,"FK","47","Carex.filifolia",7,"threadleaf sedge","N","C3","P"
"859",2019,"FK","32","Bouteloua.gracilis",7,"blue grama","N","C4","P"
"860",2019,"FK","44","Bouteloua.gracilis",7,"blue grama","N","C4","P"
"861",2019,"FK","7","Bromus.tectorum",7,"cheatgrass","I","Brome","A"
"862",2019,"FK","48","Hesperostipa.comata",7,"needle and thread","N","C3","P"
"863",2019,"FK","13","Poa.secunda",7,"sandberg bluegrass","N","C3","P"
"864",2019,"FK","31","Poa.secunda",7,"sandberg bluegrass","N","C3","P"
"865",2019,"FK","1","Tragopogon.dubius",7,"yellow salsify | goat's beard","I","Forb","A/B"
"866",2019,"FK","17","Tragopogon.dubius",7,"yellow salsify | goat's beard","I","Forb","A/B"
"867",2019,"FK","19","Tragopogon.dubius",7,"yellow salsify | goat's beard","I","Forb","A/B"
"868",2019,"FK","11","Artemisia.frigida",6,"prairie sagewort | fringed sagewort","N","Woody","P"
"869",2019,"FK","27","Artemisia.frigida",6,"prairie sagewort | fringed sagewort","N","Woody","P"
"870",2019,"FK","33","Artemisia.frigida",6,"prairie sagewort | fringed sagewort","N","Woody","P"
"871",2019,"FK","12","Bouteloua.gracilis",6,"blue grama","N","C4","P"
"872",2019,"FK","1","Hesperostipa.comata",6,"needle and thread","N","C3","P"
"873",2019,"FK","7","Hesperostipa.comata",6,"needle and thread","N","C3","P"
"874",2019,"FK","12","Hesperostipa.comata",6,"needle and thread","N","C3","P"
"875",2019,"FK","15","Hesperostipa.comata",6,"needle and thread","N","C3","P"
"876",2019,"FK","39","Hesperostipa.comata",6,"needle and thread","N","C3","P"
"877",2019,"FK","9","Pascopyrum.smithii",6,"western wheatgrass","N","C3","P"
"878",2019,"FK","11","Sphaeralcea.coccinea",6,"scarlet globemallow","N","Forb","P"
"879",2019,"FK","32","Sphaeralcea.coccinea",6,"scarlet globemallow","N","Forb","P"
"880",2019,"FK","9","Tragopogon.dubius",6,"yellow salsify | goat's beard","I","Forb","A/B"
"881",2019,"FK","10","Tragopogon.dubius",6,"yellow salsify | goat's beard","I","Forb","A/B"
"882",2019,"FK","20","Tragopogon.dubius",6,"yellow salsify | goat's beard","I","Forb","A/B"
"883",2019,"FK","54","Tragopogon.dubius",6,"yellow salsify | goat's beard","I","Forb","A/B"
"884",2019,"FK","14","Carex.filifolia",5,"threadleaf sedge","N","C3","P"
"885",2019,"FK","26","Artemisia.frigida",5,"prairie sagewort | fringed sagewort","N","Woody","P"
"886",2019,"FK","28","Carex.filifolia",5,"threadleaf sedge","N","C3","P"
"887",2019,"FK","30","Artemisia.dracunculus",5,"tarragon","N","Woody","P"
"888",2019,"FK","37","Carex.filifolia",5,"threadleaf sedge","N","C3","P"
"889",2019,"FK","38","Carex.filifolia",5,"threadleaf sedge","N","C3","P"
"890",2019,"FK","54","Carex.filifolia",5,"threadleaf sedge","N","C3","P"
"891",2019,"FK","34","Bouteloua.gracilis",5,"blue grama","N","C4","P"
"892",2019,"FK","36","Bouteloua.gracilis",5,"blue grama","N","C4","P"
"893",2019,"FK","17","Bromus.arvensis",5,"Japanese brome","I","Brome","A"
"894",2019,"FK","18","Bromus.tectorum",5,"cheatgrass","I","Brome","A"
"895",2019,"FK","5","Hesperostipa.comata",5,"needle and thread","N","C3","P"
"896",2019,"FK","9","Hesperostipa.comata",5,"needle and thread","N","C3","P"
"897",2019,"FK","17","Hesperostipa.comata",5,"needle and thread","N","C3","P"
"898",2019,"FK","44","Hesperostipa.comata",5,"needle and thread","N","C3","P"
"899",2019,"FK","8","Pascopyrum.smithii",5,"western wheatgrass","N","C3","P"
"900",2019,"FK","19","Pascopyrum.smithii",5,"western wheatgrass","N","C3","P"
"901",2019,"FK","27","Poa.secunda",5,"sandberg bluegrass","N","C3","P"
"902",2019,"FK","5","Sphaeralcea.coccinea",5,"scarlet globemallow","N","Forb","P"
"903",2019,"FK","12","Tragopogon.dubius",5,"yellow salsify | goat's beard","I","Forb","A/B"
"904",2019,"FK","13","Tragopogon.dubius",5,"yellow salsify | goat's beard","I","Forb","A/B"
"905",2019,"FK","31","Tragopogon.dubius",5,"yellow salsify | goat's beard","I","Forb","A/B"
"906",2019,"FK","34","Tragopogon.dubius",5,"yellow salsify | goat's beard","I","Forb","A/B"
"907",2019,"FK","37","Tragopogon.dubius",5,"yellow salsify | goat's beard","I","Forb","A/B"
"908",2019,"FK","45","Tragopogon.dubius",5,"yellow salsify | goat's beard","I","Forb","A/B"
"909",2019,"FK","3","Carex.filifolia",4,"threadleaf sedge","N","C3","P"
"910",2019,"FK","5","Opuntia.polyacantha",4,"plains pricklypear","N","Cactus","P"
"911",2019,"FK","9","Artemisia.frigida",4,"prairie sagewort | fringed sagewort","N","Woody","P"
"912",2019,"FK","19","Carex.filifolia",4,"threadleaf sedge","N","C3","P"
"913",2019,"FK","23","Artemisia.frigida",4,"prairie sagewort | fringed sagewort","N","Woody","P"
"914",2019,"FK","35","Carex.duriuscula",4,"needleleaf sedge ","N","C3","P"
"915",2019,"FK","17","Bouteloua.gracilis",4,"blue grama","N","C4","P"
"916",2019,"FK","8","Hesperostipa.comata",4,"needle and thread","N","C3","P"
"917",2019,"FK","21","Hesperostipa.comata",4,"needle and thread","N","C3","P"
"918",2019,"FK","28","Hesperostipa.comata",4,"needle and thread","N","C3","P"
"919",2019,"FK","34","Hesperostipa.comata",4,"needle and thread","N","C3","P"
"920",2019,"FK","41","Hesperostipa.comata",4,"needle and thread","N","C3","P"
"921",2019,"FK","43","Hesperostipa.comata",4,"needle and thread","N","C3","P"
"922",2019,"FK","14","Koeleria.macrantha",4,"prairie Junegrass","N","C3","P"
"923",2019,"FK","41","Koeleria.macrantha",4,"prairie Junegrass","N","C3","P"
"924",2019,"FK","53","Koeleria.macrantha",4,"prairie Junegrass","N","C3","P"
"925",2019,"FK","7","Logfia.arvensis",4,"field cottonrose","I","Forb","A"
"926",2019,"FK","49","Pascopyrum.smithii",4,"western wheatgrass","N","C3","P"
"927",2019,"FK","25","Psoralea.esculenta",4,"large Indian breadroot","N","Forb","P"
"928",2019,"FK","9","Poa.secunda",4,"sandberg bluegrass","N","C3","P"
"929",2019,"FK","52","Poa.secunda",4,"sandberg bluegrass","N","C3","P"
"930",2019,"FK","42","Sphaeralcea.coccinea",4,"scarlet globemallow","N","Forb","P"
"931",2019,"FK","48","Sphaeralcea.coccinea",4,"scarlet globemallow","N","Forb","P"
"932",2019,"FK","50","Tragopogon.dubius",4,"yellow salsify | goat's beard","I","Forb","A/B"
"933",2019,"FK","2","Lygodesmia.juncea",3,"rush skeletonplant","N","Forb","P"
"934",2019,"FK","15","Carex.filifolia",3,"threadleaf sedge","N","C3","P"
"935",2019,"FK","20","Carex.filifolia",3,"threadleaf sedge","N","C3","P"
"936",2019,"FK","21","Carex.duriuscula",3,"needleleaf sedge ","N","C3","P"
"937",2019,"FK","28","Lygodesmia.juncea",3,"rush skeletonplant","N","Forb","P"
"938",2019,"FK","31","Liatris.punctata",3,"dotted blazing star","N","Forb","P"
"939",2019,"FK","44","Carex.filifolia",3,"threadleaf sedge","N","C3","P"
"940",2019,"FK","45","Carex.filifolia",3,"threadleaf sedge","N","C3","P"
"941",2019,"FK","45","ASER.UNKWN4",3,NA,NA,NA,NA
"942",2019,"FK","51","Carex.duriuscula",3,"needleleaf sedge ","N","C3","P"
"943",2019,"FK","12","Aristida.purpurea",3,"purple threeawn","N","C4","P"
"944",2019,"FK","30","Aristida.purpurea",3,"purple threeawn","N","C4","P"
"945",2019,"FK","13","Bouteloua.gracilis",3,"blue grama","N","C4","P"
"946",2019,"FK","25","Bouteloua.gracilis",3,"blue grama","N","C4","P"
"947",2019,"FK","27","Bouteloua.gracilis",3,"blue grama","N","C4","P"
"948",2019,"FK","39","Bouteloua.gracilis",3,"blue grama","N","C4","P"
"949",2019,"FK","53","Bouteloua.gracilis",3,"blue grama","N","C4","P"
"950",2019,"FK","22","Bromus.tectorum",3,"cheatgrass","I","Brome","A"
"951",2019,"FK","10","Hesperostipa.comata",3,"needle and thread","N","C3","P"
"952",2019,"FK","32","Hesperostipa.comata",3,"needle and thread","N","C3","P"
"953",2019,"FK","35","Hesperostipa.comata",3,"needle and thread","N","C3","P"
"954",2019,"FK","40","Hesperostipa.comata",3,"needle and thread","N","C3","P"
"955",2019,"FK","42","Hesperostipa.comata",3,"needle and thread","N","C3","P"
"956",2019,"FK","41","Logfia.arvensis",3,"field cottonrose","I","Forb","A"
"957",2019,"FK","49","Logfia.arvensis",3,"field cottonrose","I","Forb","A"
"958",2019,"FK","53","Logfia.arvensis",3,"field cottonrose","I","Forb","A"
"959",2019,"FK","6","Pascopyrum.smithii",3,"western wheatgrass","N","C3","P"
"960",2019,"FK","40","Pascopyrum.smithii",3,"western wheatgrass","N","C3","P"
"961",2019,"FK","51","Pascopyrum.smithii",3,"western wheatgrass","N","C3","P"
"962",2019,"FK","36","Psoralea.esculenta",3,"large Indian breadroot","N","Forb","P"
"963",2019,"FK","10","Sphaeralcea.coccinea",3,"scarlet globemallow","N","Forb","P"
"964",2019,"FK","40","Sphaeralcea.coccinea",3,"scarlet globemallow","N","Forb","P"
"965",2019,"FK","41","Sphaeralcea.coccinea",3,"scarlet globemallow","N","Forb","P"
"966",2019,"FK","45","Sphaeralcea.coccinea",3,"scarlet globemallow","N","Forb","P"
"967",2019,"FK","16","Tragopogon.dubius",3,"yellow salsify | goat's beard","I","Forb","A/B"
"968",2019,"FK","21","Tragopogon.dubius",3,"yellow salsify | goat's beard","I","Forb","A/B"
"969",2019,"FK","23","Tragopogon.dubius",3,"yellow salsify | goat's beard","I","Forb","A/B"
"970",2019,"FK","24","Tragopogon.dubius",3,"yellow salsify | goat's beard","I","Forb","A/B"
"971",2019,"FK","29","Tragopogon.dubius",3,"yellow salsify | goat's beard","I","Forb","A/B"
"972",2019,"FK","30","Tragopogon.dubius",3,"yellow salsify | goat's beard","I","Forb","A/B"
"973",2019,"FK","32","Tragopogon.dubius",3,"yellow salsify | goat's beard","I","Forb","A/B"
"974",2019,"FK","43","Tragopogon.dubius",3,"yellow salsify | goat's beard","I","Forb","A/B"
"975",2019,"FK","49","Tragopogon.dubius",3,"yellow salsify | goat's beard","I","Forb","A/B"
"976",2019,"FK","10","Bouteloua.gracilis",2,"blue grama","N","C4","P"
"977",2019,"FK","11","Bouteloua.gracilis",2,"blue grama","N","C4","P"
"978",2019,"FK","16","Bouteloua.gracilis",2,"blue grama","N","C4","P"
"979",2019,"FK","30","Bouteloua.gracilis",2,"blue grama","N","C4","P"
"980",2019,"FK","35","Bouteloua.gracilis",2,"blue grama","N","C4","P"
"981",2019,"FK","51","Bouteloua.gracilis",2,"blue grama","N","C4","P"
"982",2019,"FK","12","Bromus.arvensis",2,"Japanese brome","I","Brome","A"
"983",2019,"FK","6","Bromus.tectorum",2,"cheatgrass","I","Brome","A"
"984",2019,"FK","37","Bromus.tectorum",2,"cheatgrass","I","Brome","A"
"985",2019,"FK","40","Bromus.tectorum",2,"cheatgrass","I","Brome","A"
"986",2019,"FK","2","Hesperostipa.comata",2,"needle and thread","N","C3","P"
"987",2019,"FK","11","Hesperostipa.comata",2,"needle and thread","N","C3","P"
"988",2019,"FK","13","Hesperostipa.comata",2,"needle and thread","N","C3","P"
"989",2019,"FK","14","Hesperostipa.comata",2,"needle and thread","N","C3","P"
"990",2019,"FK","22","Hesperostipa.comata",2,"needle and thread","N","C3","P"
"991",2019,"FK","23","Hesperostipa.comata",2,"needle and thread","N","C3","P"
"992",2019,"FK","25","Hesperostipa.comata",2,"needle and thread","N","C3","P"
"993",2019,"FK","31","Hesperostipa.comata",2,"needle and thread","N","C3","P"
"994",2019,"FK","33","Hesperostipa.comata",2,"needle and thread","N","C3","P"
"995",2019,"FK","13","Koeleria.macrantha",2,"prairie Junegrass","N","C3","P"
"996",2019,"FK","15","Koeleria.macrantha",2,"prairie Junegrass","N","C3","P"
"997",2019,"FK","25","Koeleria.macrantha",2,"prairie Junegrass","N","C3","P"
"998",2019,"FK","39","Koeleria.macrantha",2,"prairie Junegrass","N","C3","P"
"999",2019,"FK","49","Koeleria.macrantha",2,"prairie Junegrass","N","C3","P"
"1000",2019,"FK","51","Koeleria.macrantha",2,"prairie Junegrass","N","C3","P"
"1001",2019,"FK","4","Logfia.arvensis",2,"field cottonrose","I","Forb","A"
"1002",2019,"FK","32","Logfia.arvensis",2,"field cottonrose","I","Forb","A"
"1003",2019,"FK","50","Logfia.arvensis",2,"field cottonrose","I","Forb","A"
"1004",2019,"FK","7","Pascopyrum.smithii",2,"western wheatgrass","N","C3","P"
"1005",2019,"FK","10","Pascopyrum.smithii",2,"western wheatgrass","N","C3","P"
"1006",2019,"FK","17","Pascopyrum.smithii",2,"western wheatgrass","N","C3","P"
"1007",2019,"FK","1","Lygodesmia.juncea",2,"rush skeletonplant","N","Forb","P"
"1008",2019,"FK","21","Pascopyrum.smithii",2,"western wheatgrass","N","C3","P"
"1009",2019,"FK","2","Carex.duriuscula",2,"needleleaf sedge ","N","C3","P"
"1010",2019,"FK","4","Carex.duriuscula",2,"needleleaf sedge ","N","C3","P"
"1011",2019,"FK","37","Pascopyrum.smithii",2,"western wheatgrass","N","C3","P"
"1012",2019,"FK","38","Pascopyrum.smithii",2,"western wheatgrass","N","C3","P"
"1013",2019,"FK","45","Pascopyrum.smithii",2,"western wheatgrass","N","C3","P"
